Player,Versus,BasedOnMinutes,scouting_period,Per90_Average Pass Length,Per90_Avg. Distance of Def. Actions,Per90_Avg. Length of Goal Kicks,Per90_Clean Sheet Percentage,Per90_Clean Sheets,Per90_Corner Kick Goals Against,Per90_Crosses Faced,Per90_Crosses Stopped,Per90_Crosses Stopped %,Per90_Def. Actions Outside Pen. Area,Per90_Draws,Per90_Free Kick Goals Against,Per90_Goal Kicks,Per90_Goals Against,Per90_Launch %,Per90_Launch% (Goal Kicks),Per90_Losses,Per90_Own Goals Scored Against Goalkeeper,Per90_PSxG-GA,Per90_PSxG/SoT,Per90_Pass Completion Percentage (Launched),Per90_Passes Attempted (GK),Per90_Passes Attempted (Launched),Per90_Passes Completed (Launched),Per90_Penalty Kicks Allowed,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Missed,Per90_Penalty Kicks Saved,Per90_Post-Shot Expected Goals,Per90_Save Percentage,Per90_Save% (Penalty Kicks),Per90_Saves,Per90_Shots on Target Against,Per90_Throws Attempted,Per90_Wins
Matt Turner,Goalkeepers,360,2022 World Cup,29.4,13.8,48.1,50.0,0.5,0.0,10.5,1.75,16.7,1.25,0.5,0.0,5.0,1.0,24.1,60.0,0.25,0.0,-0.15,0.2,34.2,27.0,9.5,3.25,0.25,0.25,0.0,0.0,0.85,75.0,0.0,2.0,3.0,6.0,0.25
Matt Turner,Goalkeepers,450,2022 Major League Soccer,31.2,12.5,37.9,20.0,0.2,0.0,12.6,0.6,4.8,0.2,0.6,0.0,5.6,1.4,23.9,42.9,0.0,0.0,-0.1,0.43,44.4,27.6,9.0,4.0,0.0,0.0,0.0,0.0,1.3,53.3,,1.6,3.0,5.4,0.4
Matt Turner,Goalkeepers,450,2022-2023 Europa League,32.6,16.6,40.2,60.0,0.6,0.2,6.4,0.4,6.3,2.6,0.2,0.0,4.6,0.6,35.0,47.8,0.0,0.0,0.36,0.31,41.0,28.6,12.2,5.0,0.2,0.2,0.0,0.0,0.96,85.7,0.0,2.2,2.8,4.4,0.8
Matt Turner,Goalkeepers,1530,2023-2024 Premier League,35.7,13.3,47.0,11.8,0.12,0.24,17.41,1.76,10.1,1.06,0.29,0.06,8.0,1.65,42.7,69.1,0.47,0.0,-0.35,0.26,45.0,25.65,16.47,7.41,0.12,0.12,0.0,0.0,1.3,67.5,0.0,3.06,4.71,5.82,0.24
Matt Turner,Goalkeepers,1765,2019 Major League Soccer,38.3,13.5,51.4,26.3,0.26,0.26,12.95,0.41,3.1,0.66,0.41,0.0,8.67,1.38,46.0,65.9,0.2,0.0,0.43,0.32,36.3,18.71,14.33,5.2,0.05,0.05,0.0,0.0,1.83,76.8,0.0,4.44,5.81,5.3,0.41
Matt Turner,Goalkeepers,1980,2020 Major League Soccer,36.1,15.4,47.5,27.3,0.27,0.36,10.82,0.55,5.0,1.0,0.32,0.0,6.73,1.09,38.3,57.4,0.32,0.09,0.37,0.33,37.2,25.05,13.45,5.0,0.05,0.05,0.0,0.0,1.37,74.4,0.0,3.09,4.09,5.14,0.36
Matt Turner,Goalkeepers,2430,2018 Major League Soccer,35.0,15.7,47.0,18.5,0.19,0.19,12.0,0.52,4.3,1.33,0.33,0.0,7.33,1.56,35.7,57.6,0.37,0.07,0.16,0.34,42.3,21.81,12.0,5.07,0.11,0.15,0.0,0.04,1.64,68.3,25.0,3.04,4.56,6.0,0.3
Matt Turner,Goalkeepers,2520,2021 Major League Soccer,36.8,14.4,47.5,17.9,0.18,0.18,13.86,1.0,7.2,0.89,0.25,0.0,7.82,1.25,39.3,59.8,0.14,0.04,0.25,0.28,40.2,20.64,12.79,5.14,0.07,0.14,0.0,0.07,1.46,75.6,50.0,3.54,4.82,5.93,0.61
Matz Sels,Goalkeepers,270,2017-2018 Champions League,45.5,14.7,56.4,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.33,12.33,3.0,71.4,83.8,1.0,0.0,-0.57,0.29,40.8,21.0,25.33,10.33,0.33,0.33,0.0,0.0,2.43,63.6,0.0,4.33,7.33,2.67,0.0
Matz Sels,Goalkeepers,540,2020-2021 Ligue 1,40.1,7.7,54.9,0.0,0.0,0.5,14.17,0.67,4.7,0.33,0.33,0.17,8.33,2.17,51.6,74.0,0.5,0.0,-0.63,0.29,37.6,20.67,16.83,6.33,0.33,0.33,0.0,0.0,1.53,57.7,0.0,2.17,4.33,4.17,0.17
Matz Sels,Goalkeepers,1440,2023-2024 Premier League,36.6,9.4,41.4,6.3,0.06,0.56,13.88,0.69,5.0,0.25,0.25,0.0,5.81,1.69,45.9,52.7,0.5,0.13,-0.49,0.27,41.9,17.69,11.19,4.69,0.06,0.06,0.0,0.0,1.07,57.4,0.0,2.25,3.81,3.19,0.25
Matz Sels,Goalkeepers,1710,2023-2024 Ligue 1,34.5,13.9,33.7,15.8,0.16,0.11,13.53,0.32,2.3,1.0,0.37,0.0,5.95,1.26,37.4,32.7,0.32,0.11,-0.11,0.31,38.9,26.58,11.89,4.63,0.05,0.05,0.0,0.0,1.05,62.9,0.0,2.11,3.26,3.58,0.32
Matz Sels,Goalkeepers,1890,2024-2025 Premier League,45.5,7.4,55.7,42.9,0.43,0.1,18.0,0.67,3.7,0.19,0.24,0.05,7.24,0.95,70.3,80.9,0.19,0.0,0.1,0.26,36.8,18.76,19.05,7.0,0.05,0.05,0.0,0.0,1.06,77.1,0.0,3.0,3.95,2.0,0.57
Matz Sels,Goalkeepers,2430,2019-2020 Ligue 1,39.6,11.0,51.3,29.6,0.3,0.11,12.41,0.63,5.1,0.33,0.19,0.0,7.44,1.19,49.3,68.2,0.41,0.0,0.05,0.26,43.4,24.11,16.96,7.37,0.22,0.26,0.0,0.04,1.24,75.0,14.3,2.63,3.85,4.11,0.41
Matz Sels,Goalkeepers,2880,2017-2018 Belgian First Division A,39.7,13.6,53.5,28.1,0.28,0.22,15.06,0.53,3.5,0.88,0.22,0.0,7.19,1.38,46.9,71.3,0.34,0.09,0.16,0.29,42.4,21.31,15.13,6.41,0.09,0.19,0.0,0.09,1.44,70.9,50.0,3.03,4.41,4.88,0.44
Matz Sels,Goalkeepers,3330,2018-2019 Ligue 1,39.3,12.3,55.1,21.6,0.22,0.11,15.3,0.7,4.6,0.81,0.43,0.08,8.84,1.3,48.3,78.0,0.3,0.03,-0.05,0.25,39.4,22.03,17.54,6.92,0.19,0.24,0.0,0.05,1.22,72.3,22.2,2.68,4.0,5.03,0.27
Matz Sels,Goalkeepers,3330,2021-2022 Ligue 1,34.3,13.7,40.6,35.1,0.35,0.14,12.86,0.35,2.7,1.05,0.32,0.0,6.46,1.16,39.1,50.2,0.24,0.03,-0.19,0.24,40.9,19.41,10.84,4.43,0.11,0.11,0.0,0.0,0.95,70.0,0.0,2.38,3.51,3.92,0.43
Matz Sels,Goalkeepers,3420,2022-2023 Ligue 1,36.9,12.8,43.9,15.8,0.16,0.16,13.26,0.82,6.2,0.84,0.34,0.03,5.16,1.55,44.8,55.1,0.42,0.0,-0.07,0.27,34.9,20.39,11.97,4.18,0.26,0.29,0.03,0.0,1.49,71.8,0.0,3.03,4.58,3.42,0.24
Matz Sels,Goalkeepers,3420,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",41.2,8.7,50.0,26.3,0.26,0.29,16.21,0.68,4.2,0.29,0.26,0.03,6.58,1.26,58.7,69.6,0.32,0.05,-0.12,0.27,38.2,18.68,15.55,5.95,0.05,0.05,0.0,0.0,1.09,69.1,0.0,2.71,3.92,2.61,0.42
Neto,Goalkeepers,270,2020-2021 Champions League,23.3,20.7,33.0,66.7,0.67,0.0,8.67,0.0,0.0,1.33,0.0,0.0,7.33,0.33,14.3,31.8,0.0,0.0,0.27,0.2,29.4,23.33,5.67,1.67,0.33,0.33,0.0,0.0,0.6,100.0,0.0,1.0,1.33,4.67,1.0
Neto,Goalkeepers,450,2018-2019 Champions League,38.7,11.4,48.2,20.0,0.2,0.0,18.6,1.0,5.4,0.4,0.4,0.0,8.2,1.0,52.1,63.4,0.4,0.0,0.38,0.17,42.2,14.6,12.8,5.4,0.6,0.6,0.0,0.0,1.38,91.7,0.0,3.8,4.8,5.0,0.2
Neto,Goalkeepers,630,2020-2021 La Liga,24.8,13.9,23.0,42.9,0.43,0.14,12.29,0.29,2.3,1.14,0.29,0.0,7.43,0.86,15.3,13.5,0.29,0.0,0.2,0.23,38.9,27.0,5.14,2.0,0.29,0.29,0.0,0.0,1.06,83.3,0.0,2.57,3.43,5.29,0.43
Neto,Goalkeepers,720,2018-2019 Europa League,33.8,15.0,57.5,37.5,0.38,0.0,12.88,0.38,2.9,0.5,0.13,0.0,8.88,1.25,35.0,87.3,0.25,0.0,-0.19,0.25,34.0,14.63,12.88,4.38,0.13,0.13,0.0,0.0,1.06,71.0,0.0,2.63,3.88,4.25,0.63
Neto,Goalkeepers,1530,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",37.2,14.4,45.2,11.8,0.12,0.06,13.29,0.71,5.3,1.12,0.41,0.0,6.88,1.71,44.5,59.8,0.35,0.0,0.19,0.33,35.3,25.88,15.65,5.53,0.18,0.18,0.0,0.0,1.9,71.4,0.0,3.65,5.35,4.94,0.24
Neto,Goalkeepers,2385,2022-2023 Premier League,37.8,12.1,44.6,23.1,0.23,0.3,19.25,1.32,6.9,0.94,0.23,0.0,8.72,1.47,47.4,65.8,0.45,0.04,0.06,0.26,36.6,22.68,16.49,6.04,0.15,0.19,0.04,0.0,1.5,74.6,0.0,3.77,5.21,5.13,0.34
Neto,Goalkeepers,2880,2023-2024 Premier League,36.9,13.7,44.2,21.9,0.22,0.09,12.91,0.81,6.3,1.06,0.28,0.03,6.97,1.72,44.1,57.0,0.41,0.03,0.04,0.31,34.8,26.03,15.44,5.38,0.16,0.19,0.0,0.03,1.73,69.7,16.7,3.44,5.16,4.81,0.31
Neto,Goalkeepers,2970,2017-2018 La Liga,39.7,9.6,56.6,30.3,0.3,0.12,16.39,0.64,3.9,0.21,0.21,0.03,8.39,1.0,49.7,79.1,0.24,0.0,0.32,0.28,34.8,16.39,14.79,5.15,0.09,0.15,0.0,0.06,1.32,79.0,40.0,3.27,4.33,4.55,0.55
Neto,Goalkeepers,3060,2018-2019 La Liga,39.4,12.5,57.4,29.4,0.29,0.15,16.53,0.29,1.8,0.47,0.41,0.06,8.09,1.0,47.6,82.2,0.21,0.06,0.23,0.24,32.5,16.88,14.68,4.76,0.21,0.24,0.0,0.03,1.17,80.6,12.5,3.12,4.09,4.65,0.38
Nick Pope,Goalkeepers,450,2023-2024 Champions League,32.4,12.7,52.1,20.0,0.2,0.0,14.6,1.2,8.2,1.2,0.4,0.0,9.0,1.0,32.1,73.3,0.4,0.0,0.94,0.3,36.7,16.8,12.0,4.4,0.2,0.2,0.0,0.0,1.94,86.7,0.0,5.0,6.0,5.6,0.2
Nick Pope,Goalkeepers,1345,2023-2024 Premier League,28.6,19.0,43.8,35.7,0.33,0.13,9.57,0.6,6.3,1.87,0.13,0.07,6.36,1.07,21.1,56.8,0.27,0.0,0.04,0.3,34.7,20.34,7.9,2.74,0.0,0.0,0.0,0.0,1.12,71.9,,2.81,3.88,5.89,0.6
Nick Pope,Goalkeepers,1350,2024-2025 Premier League,31.7,14.9,42.8,20.0,0.2,0.07,14.53,1.4,9.6,2.07,0.33,0.0,7.47,1.4,28.6,52.7,0.33,0.07,0.11,0.3,24.8,21.93,10.2,2.53,0.0,0.0,0.0,0.0,1.44,71.2,,3.53,4.87,6.67,0.33
Nick Pope,Goalkeepers,1440,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",32.1,14.5,43.9,18.8,0.19,0.06,14.56,1.5,10.3,1.94,0.31,0.0,7.63,1.44,29.9,54.1,0.31,0.06,0.08,0.3,25.7,21.94,10.69,2.75,0.0,0.0,0.0,0.0,1.46,70.5,,3.5,4.88,6.44,0.38
Nick Pope,Goalkeepers,2880,2020-2021 Premier League,46.3,18.1,58.9,34.4,0.34,0.13,16.34,1.0,6.1,2.28,0.28,0.0,7.84,1.16,67.1,84.9,0.41,0.03,0.13,0.25,36.3,22.63,21.84,7.94,0.09,0.09,0.0,0.0,1.26,77.2,0.0,3.53,4.66,4.25,0.31
Nick Pope,Goalkeepers,3115,2017-2018 Premier League,52.1,12.5,66.7,35.3,0.35,0.09,17.34,1.65,9.5,1.1,0.32,0.0,8.58,1.01,77.8,94.6,0.32,0.03,0.25,0.27,35.2,26.58,28.81,10.14,0.09,0.14,0.03,0.03,1.23,78.4,25.0,3.26,4.28,3.41,0.35
Nick Pope,Goalkeepers,3240,2021-2022 Premier League,46.2,17.4,61.2,25.0,0.25,0.17,16.81,1.28,7.6,2.22,0.39,0.03,7.86,1.31,69.2,91.2,0.42,0.03,-0.05,0.25,39.5,22.03,22.42,8.86,0.14,0.14,0.0,0.0,1.23,74.5,0.0,3.31,4.58,4.08,0.19
Nick Pope,Goalkeepers,3261,2022-2023 Premier League,33.0,18.2,50.7,38.9,0.39,0.22,11.34,0.94,8.3,2.04,0.36,0.0,5.71,0.88,33.1,68.6,0.14,0.03,0.02,0.24,32.6,18.77,10.16,3.31,0.06,0.14,0.03,0.06,0.86,74.6,50.0,2.35,3.26,6.4,0.52
Nick Pope,Goalkeepers,3420,2019-2020 Premier League,47.1,14.9,63.7,39.5,0.39,0.18,16.39,1.37,8.3,1.26,0.24,0.0,8.0,1.32,67.6,89.8,0.37,0.03,-0.09,0.25,30.2,23.24,22.89,6.92,0.11,0.13,0.0,0.03,1.2,72.5,20.0,3.08,4.39,4.74,0.39
Odisseas Vlachodimos,Goalkeepers,180,2019-2020 Europa League,32.4,4.5,27.8,0.0,0.0,0.5,6.0,0.0,0.0,0.0,0.5,0.0,6.0,2.5,32.4,16.7,0.5,0.5,0.05,0.25,50.0,18.5,7.0,3.5,0.0,0.0,0.0,0.0,2.05,68.8,,6.0,8.0,4.0,0.0
Odisseas Vlachodimos,Goalkeepers,360,2020-2021 Europa League,30.2,18.8,38.3,50.0,0.5,0.0,11.5,0.75,6.5,2.0,0.25,0.0,7.0,1.25,21.0,35.7,0.0,0.25,-0.13,0.24,22.2,20.25,6.75,1.5,0.0,0.0,0.0,0.0,0.88,66.7,,2.75,3.75,6.75,0.75
Odisseas Vlachodimos,Goalkeepers,450,2023-2024 Premier League,29.6,10.3,44.3,20.0,0.2,0.4,18.4,0.6,3.3,0.4,0.0,0.0,8.8,2.4,25.4,61.4,0.8,0.0,-0.82,0.31,46.7,26.0,12.0,5.6,0.2,0.2,0.0,0.0,1.58,50.0,0.0,2.0,4.4,4.2,0.2
Odisseas Vlachodimos,Goalkeepers,540,2018-2019 Champions League,38.2,18.4,42.2,16.7,0.17,0.5,7.83,0.17,2.1,1.17,0.17,0.0,5.33,1.83,50.3,56.3,0.5,0.0,0.42,0.4,43.6,25.17,15.67,6.83,0.0,0.0,0.0,0.0,2.25,68.6,,4.0,5.83,3.17,0.33
Odisseas Vlachodimos,Goalkeepers,540,2019-2020 Champions League,28.6,14.7,34.4,16.7,0.17,0.17,15.5,0.33,2.2,1.67,0.17,0.0,9.5,1.83,22.3,31.6,0.5,0.17,-0.07,0.31,34.0,21.67,7.83,2.67,0.17,0.17,0.0,0.0,1.6,64.3,0.0,3.0,4.67,5.83,0.33
Odisseas Vlachodimos,Goalkeepers,570,2018-2019 Europa League,36.2,10.0,45.4,33.3,0.33,0.17,13.0,0.33,2.6,0.33,0.17,0.0,9.33,1.0,37.7,57.1,0.33,0.0,-0.03,0.26,39.5,21.67,13.5,5.33,0.17,0.17,0.0,0.0,0.97,73.7,0.0,2.17,3.17,5.83,0.5
Odisseas Vlachodimos,Goalkeepers,900,2021-2022 Champions League,36.8,13.6,39.9,50.0,0.5,0.2,15.2,0.4,2.6,0.5,0.4,0.1,9.2,1.7,41.9,45.7,0.3,0.1,0.38,0.37,35.3,26.5,15.3,5.4,0.0,0.1,0.0,0.1,1.98,67.3,100.0,3.5,5.2,5.0,0.3
Odisseas Vlachodimos,Goalkeepers,900,2022-2023 Champions League,33.5,14.8,36.7,20.0,0.2,0.1,14.0,0.6,4.3,1.1,0.3,0.0,6.4,1.3,33.7,40.6,0.1,0.0,-0.09,0.32,30.1,19.9,9.3,2.8,0.3,0.3,0.0,0.0,1.21,67.7,0.0,1.8,3.1,4.2,0.6
Odisseas Vlachodimos,Goalkeepers,1620,2020-2021 Primeira Liga,30.2,15.6,32.8,38.9,0.39,0.22,9.17,0.39,4.2,1.11,0.17,0.0,5.56,0.89,25.9,29.0,0.17,0.06,0.18,0.26,38.3,22.33,7.39,2.83,0.06,0.11,0.0,0.06,1.02,76.6,50.0,2.67,3.56,5.83,0.67
Odisseas Vlachodimos,Goalkeepers,2837,2021-2022 Primeira Liga,27.9,14.2,29.3,31.3,0.31,0.19,11.13,0.34,3.1,0.88,0.16,0.03,6.47,0.94,19.2,20.8,0.19,0.03,0.12,0.31,35.9,24.69,6.09,2.19,0.03,0.06,0.0,0.03,1.03,72.1,50.0,2.31,3.25,5.38,0.66
Odisseas Vlachodimos,Goalkeepers,2970,2019-2020 Primeira Liga,30.7,17.2,36.6,48.5,0.48,0.12,11.85,0.21,1.8,1.58,0.15,0.0,6.45,0.79,26.0,36.6,0.15,0.06,0.2,0.28,35.3,22.97,8.33,2.94,0.09,0.09,0.0,0.0,0.93,77.0,0.0,2.3,3.03,4.58,0.7
Odisseas Vlachodimos,Goalkeepers,3054,2018-2019 Primeira Liga,34.2,14.1,44.9,45.5,0.44,0.06,10.76,0.24,2.2,0.83,0.09,0.06,6.28,0.88,34.5,55.9,0.09,0.09,0.28,0.28,42.7,20.42,10.55,4.51,0.12,0.15,0.0,0.03,1.09,77.8,20.0,2.62,3.45,4.51,0.83
Odisseas Vlachodimos,Goalkeepers,3057,2022-2023 Primeira Liga,28.1,14.9,30.4,60.6,0.59,0.06,9.6,0.59,6.1,0.85,0.09,0.0,5.09,0.59,22.3,25.4,0.09,0.03,0.0,0.26,40.9,18.78,5.48,2.24,0.06,0.06,0.0,0.0,0.6,73.5,0.0,1.56,2.12,4.24,0.82
Remi Matthews,Goalkeepers,1620,vs. Goalkeepers,50.7,13.8,68.5,11.1,0.11,0.11,16.22,0.33,2.1,1.0,0.06,0.0,8.44,1.89,77.9,98.7,0.72,0.0,-0.09,0.28,43.5,23.11,26.33,11.44,0.11,0.22,0.0,0.11,1.8,69.2,50.0,3.78,5.78,2.17,0.22
Robert Sánchez,Goalkeepers,1433,2023-2024 Premier League,28.1,15.8,33.7,20.0,0.19,0.19,12.69,1.19,9.4,1.7,0.25,0.0,5.72,1.57,21.3,40.7,0.44,0.0,-0.07,0.28,41.5,32.41,9.23,3.83,0.13,0.19,0.0,0.06,1.52,70.5,33.3,3.27,4.9,5.46,0.31
Robert Sánchez,Goalkeepers,1710,2024-2025 Premier League,31.1,15.4,36.7,21.1,0.21,0.05,10.05,1.42,14.1,2.21,0.37,0.0,2.42,1.21,28.8,41.3,0.16,0.0,0.08,0.24,23.6,37.68,11.84,2.79,0.21,0.26,0.0,0.05,1.29,78.2,20.0,3.32,4.58,6.11,0.47
Robert Sánchez,Goalkeepers,1710,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",31.1,15.4,36.7,21.1,0.21,0.05,10.05,1.42,14.1,2.21,0.37,0.0,2.42,1.21,28.8,41.3,0.16,0.0,0.08,0.24,23.6,37.68,11.84,2.79,0.21,0.26,0.0,0.05,1.29,78.2,20.0,3.32,4.58,6.11,0.47
Robert Sánchez,Goalkeepers,2070,2022-2023 Premier League,28.9,12.3,35.1,26.1,0.26,0.17,9.96,0.74,7.4,0.57,0.22,0.0,5.7,1.3,24.2,37.4,0.3,0.13,-0.12,0.25,29.3,28.04,8.91,2.61,0.22,0.26,0.0,0.04,1.05,66.2,16.7,2.0,3.22,4.48,0.48
Robert Sánchez,Goalkeepers,2430,2020-2021 Premier League,33.6,14.5,41.1,37.0,0.37,0.19,12.59,0.81,6.5,1.07,0.37,0.0,6.56,1.0,34.7,50.8,0.37,0.04,-0.1,0.24,36.7,34.26,15.22,5.59,0.07,0.11,0.04,0.0,0.86,72.5,0.0,2.41,3.37,4.37,0.26
Robert Sánchez,Goalkeepers,3329,2021-2022 Premier League,33.0,12.9,48.9,30.6,0.3,0.14,13.98,1.62,11.6,0.97,0.41,0.03,6.33,1.14,31.9,64.5,0.27,0.0,-0.01,0.28,28.2,34.74,15.17,4.27,0.08,0.11,0.03,0.0,1.11,72.3,0.0,2.68,3.81,5.03,0.32
Robin Olsen,Goalkeepers,180,2023-2024 Europa Conference League,25.2,12.7,30.1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.5,2.5,15.5,15.4,0.5,0.0,-1.05,0.24,46.7,42.0,7.5,3.5,0.5,0.5,0.0,0.0,1.45,50.0,0.0,1.5,4.0,6.0,0.5
Robin Olsen,Goalkeepers,390,2021 UEFA Euro 2020,43.5,15.8,60.2,50.0,0.5,0.0,21.5,0.25,1.2,1.25,0.25,0.0,9.5,1.0,53.1,84.2,0.25,0.0,0.28,0.34,18.7,20.25,18.75,3.5,0.0,0.0,0.0,0.0,1.28,73.3,,2.75,3.75,2.5,0.5
Robin Olsen,Goalkeepers,450,2018 World Cup,47.3,12.6,63.2,60.0,0.6,0.2,22.8,0.4,1.8,0.4,0.0,0.2,10.2,0.8,63.2,84.3,0.4,0.0,-0.2,0.21,33.0,19.0,20.6,6.8,0.0,0.0,0.0,0.0,0.6,73.3,,2.2,3.0,2.8,0.6
Robin Olsen,Goalkeepers,540,2017-2018 Europa League,38.8,14.1,61.9,66.7,0.67,0.33,9.0,0.5,5.6,1.0,0.33,0.0,6.83,1.0,46.4,82.9,0.33,0.0,-0.2,0.21,45.9,23.0,16.33,7.5,0.0,0.17,0.17,0.0,0.8,73.9,,2.83,3.83,4.67,0.33
Robin Olsen,Goalkeepers,570,2018-2019 Champions League,33.9,11.7,48.6,33.3,0.33,0.17,14.83,0.67,4.5,0.5,0.0,0.17,9.33,1.5,34.5,62.5,0.5,0.0,0.52,0.29,33.7,27.5,15.33,5.17,0.17,0.17,0.0,0.0,2.02,78.9,0.0,4.83,6.33,7.5,0.5
Robin Olsen,Goalkeepers,630,2020-2021 Premier League,35.6,12.3,42.9,28.6,0.29,0.0,12.57,0.57,4.5,0.57,0.43,0.0,7.29,1.29,42.6,58.8,0.29,0.0,0.07,0.29,38.7,21.14,13.29,5.14,0.14,0.14,0.0,0.0,1.36,73.3,0.0,3.0,4.29,3.29,0.29
Robin Olsen,Goalkeepers,990,2021-2022 Championship,32.9,15.0,41.4,9.1,0.09,0.0,11.09,0.36,3.3,0.91,0.18,0.0,7.18,1.55,31.2,46.8,0.45,0.0,-0.39,0.27,27.5,27.36,11.91,3.27,0.09,0.09,0.0,0.0,1.15,63.6,0.0,2.45,4.0,6.36,0.36
Robin Olsen,Goalkeepers,1524,2019-2020 Serie A,40.2,10.1,42.4,25.0,0.24,0.06,17.3,0.47,2.7,0.3,0.3,0.0,9.39,1.42,49.7,52.2,0.24,0.12,0.04,0.22,35.4,19.37,14.53,5.14,0.24,0.18,0.0,0.0,1.37,77.5,0.0,3.96,5.26,3.66,0.47
Robin Olsen,Goalkeepers,2430,2018-2019 Serie A,33.4,14.5,45.1,14.8,0.15,0.19,15.3,0.37,2.4,0.93,0.3,0.0,7.93,1.56,32.8,51.4,0.26,0.04,-0.15,0.26,43.8,24.15,12.0,5.26,0.15,0.22,0.07,0.0,1.37,69.8,0.0,3.15,4.67,5.89,0.44
Sam Johnstone,Goalkeepers,630,2024-2025 Premier League,36.6,13.4,43.2,0.0,0.0,0.71,14.86,1.14,7.7,1.57,0.14,0.0,3.57,2.43,45.6,56.0,0.86,0.14,-0.43,0.29,40.3,36.0,18.43,7.43,0.29,0.29,0.0,0.0,1.86,61.5,0.0,3.29,5.57,4.0,0.0
Sam Johnstone,Goalkeepers,810,2022-2023 Premier League,31.8,15.4,42.8,33.3,0.33,0.44,11.56,0.22,1.9,1.22,0.33,0.0,5.11,1.11,31.8,54.3,0.22,0.11,0.11,0.24,30.3,25.89,11.0,3.33,0.22,0.22,0.0,0.0,1.11,76.5,0.0,2.78,3.78,4.56,0.44
Sam Johnstone,Goalkeepers,990,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",40.2,13.3,52.5,9.1,0.09,0.55,16.27,1.0,6.1,1.27,0.27,0.0,5.18,2.0,54.0,73.7,0.64,0.09,-0.42,0.29,34.2,31.82,21.0,7.18,0.18,0.18,0.0,0.0,1.49,60.8,0.0,2.73,4.64,3.27,0.09
Sam Johnstone,Goalkeepers,1796,2023-2024 Premier League,41.2,11.2,52.8,31.6,0.3,0.2,16.99,1.2,7.1,0.6,0.3,0.0,7.07,1.35,55.0,75.2,0.45,0.05,-0.26,0.27,33.0,22.7,17.79,5.86,0.1,0.1,0.0,0.0,1.0,62.7,0.0,2.05,3.36,3.16,0.25
Sam Johnstone,Goalkeepers,3239,2021-2022 Championship,43.4,22.4,51.2,42.9,0.42,0.08,10.39,0.31,2.9,3.61,0.31,0.0,6.61,0.92,58.1,68.1,0.31,0.03,-0.01,0.32,39.5,30.68,22.31,8.81,0.06,0.08,0.0,0.03,0.86,64.8,33.3,1.53,2.45,4.42,0.39
Sam Johnstone,Goalkeepers,3330,2020-2021 Premier League,45.0,14.0,56.8,16.2,0.16,0.19,17.43,0.54,3.1,1.03,0.3,0.05,8.0,2.0,63.8,86.1,0.59,0.08,-0.1,0.26,33.0,26.86,24.03,7.92,0.19,0.3,0.08,0.03,1.82,71.4,12.5,4.38,6.32,4.92,0.11
Sam Johnstone,Goalkeepers,4140,2018-2019 Championship,37.2,16.7,48.9,19.6,0.2,0.17,15.3,0.43,2.8,1.54,0.24,0.02,8.65,1.35,41.4,61.6,0.26,0.04,0.02,0.28,38.6,27.59,16.74,6.46,0.04,0.15,0.07,0.04,1.33,71.0,50.0,3.15,4.5,4.35,0.5
Sam Johnstone,Goalkeepers,4140,2019-2020 Championship,40.4,16.5,44.1,30.4,0.3,0.24,12.48,0.22,1.7,1.26,0.37,0.02,7.41,0.98,51.9,56.9,0.15,0.09,0.07,0.27,38.0,24.61,16.98,6.46,0.09,0.11,0.0,0.02,0.96,73.0,20.0,2.39,3.3,3.8,0.48
Scott Carson,Goalkeepers,2700,vs. Goalkeepers,36.0,12.6,52.8,16.7,0.17,0.13,14.03,0.33,2.4,0.67,0.27,0.03,9.57,1.33,39.8,70.0,0.3,0.07,-0.28,0.27,34.6,28.13,17.9,6.2,0.03,0.03,0.0,0.0,0.98,63.9,0.0,2.33,3.6,4.43,0.43
Stefan Ortega,Goalkeepers,180,2022-2023 Champions League,21.3,23.1,26.9,50.0,0.5,0.5,2.5,0.5,20.0,2.5,0.5,0.0,5.0,0.5,9.5,10.0,0.0,0.0,0.05,0.18,60.0,21.0,2.5,1.5,0.0,0.0,0.0,0.0,0.55,83.3,,2.5,3.0,3.0,0.5
Stefan Ortega,Goalkeepers,180,2024-2025 Champions League,23.2,18.2,27.2,100.0,1.0,0.0,4.5,0.5,11.1,1.0,0.0,0.0,2.5,0.0,7.3,0.0,0.0,0.0,0.05,0.09,0.0,20.5,1.5,0.0,0.0,0.0,0.0,0.0,0.05,100.0,,0.5,0.5,1.5,1.0
Stefan Ortega,Goalkeepers,270,2023-2024 Champions League,25.8,19.9,49.8,0.0,0.0,0.33,6.0,0.0,0.0,2.67,0.33,0.0,4.33,2.33,18.9,61.5,0.0,0.33,-0.53,0.31,44.7,53.0,12.67,5.67,0.0,0.0,0.0,0.0,1.47,50.0,,2.67,4.67,6.0,0.67
