Player,Versus,BasedOnMinutes,scouting_period,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Emiliano Martínez,Goalkeepers,3015,2023-2024 Premier League,23.0,83.0,23.0,70.0,70.0,23.0,30.0,92.0,89.0,89.0,64.0,64.0,33.0,67.0,20.0,27.0,23.0,17.0,89.0,98.0,61.0,89.0,33.0,36.0,83.0,14.0,45.0,41.0,55.0,36.0,41.0,33.0,30.0,48.0,77.0
Emiliano Martínez,Goalkeepers,3139,2022-2023 Premier League,57.0,88.0,45.0,73.0,66.0,52.0,52.0,98.0,98.0,95.0,45.0,38.0,30.0,91.0,59.0,45.0,34.0,23.0,77.0,7.0,77.0,91.0,70.0,70.0,38.0,59.0,39.0,66.0,91.0,80.0,61.0,45.0,27.0,13.0,77.0
Emiliano Martínez,Goalkeepers,3240,2021-2022 Premier League,40.0,60.0,25.0,63.0,67.0,52.0,25.0,71.0,75.0,29.0,27.0,17.0,56.0,60.0,52.0,25.0,71.0,33.0,40.0,50.0,56.0,21.0,33.0,40.0,48.0,65.0,87.0,75.0,63.0,48.0,71.0,25.0,29.0,48.0,60.0
Emiliano Martínez,Goalkeepers,3420,2020-2021 Premier League,71.0,60.0,71.0,90.0,90.0,67.0,79.0,98.0,94.0,54.0,37.0,6.0,37.0,67.0,71.0,67.0,56.0,75.0,94.0,23.0,69.0,71.0,71.0,75.0,48.0,56.0,38.0,56.0,33.0,98.0,69.0,83.0,79.0,52.0,52.0
Emiliano Martínez,Goalkeepers,3600,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",20.0,49.0,44.0,55.0,53.0,41.0,32.0,95.0,98.0,56.0,46.0,39.0,16.0,49.0,17.0,39.0,25.0,41.0,78.0,88.0,79.0,87.0,26.0,45.0,71.0,27.0,40.0,57.0,34.0,34.0,70.0,44.0,45.0,27.0,78.0
Filip Jørgensen,Goalkeepers,270,2022-2023 Europa Conference League,13.0,94.0,56.0,57.0,57.0,78.0,54.0,16.0,17.0,92.0,12.0,53.0,50.0,47.0,13.0,60.0,6.0,55.0,68.0,93.0,91.0,26.0,19.0,44.0,11.0,87.0,47.0,45.0,34.0,26.0,45.0,11.0,17.0,23.0,99.0
Filip Jørgensen,Goalkeepers,540,2024-2025 Conference League,1.0,42.0,20.0,63.0,64.0,24.0,13.0,80.0,94.0,43.0,17.0,52.0,1.0,85.0,1.0,16.0,8.0,60.0,90.0,31.0,1.0,94.0,1.0,1.0,65.0,30.0,49.0,43.0,55.0,90.0,,81.0,60.0,99.0,97.0
Filip Jørgensen,Goalkeepers,540,Last 365 Days Men's Next 14 Competitions,1.0,41.0,3.0,67.0,68.0,5.0,2.0,82.0,99.0,29.0,1.0,69.0,1.0,92.0,1.0,1.0,1.0,77.0,99.0,48.0,1.0,92.0,1.0,1.0,93.0,4.0,40.0,30.0,34.0,99.0,,99.0,88.0,99.0,99.0
Filip Jørgensen,Goalkeepers,990,2022-2023 Segunda División,16.0,16.0,23.0,56.0,56.0,1.0,57.0,71.0,65.0,21.0,27.0,5.0,79.0,51.0,12.0,13.0,62.0,74.0,63.0,55.0,43.0,62.0,13.0,12.0,57.0,30.0,43.0,32.0,39.0,51.0,32.0,59.0,65.0,94.0,57.0
Filip Jørgensen,Goalkeepers,1710,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",27.0,41.0,16.0,38.0,38.0,70.0,89.0,60.0,36.0,46.0,72.0,70.0,61.0,50.0,24.0,14.0,11.0,38.0,66.0,30.0,71.0,33.0,22.0,25.0,26.0,57.0,40.0,27.0,41.0,83.0,27.0,82.0,73.0,65.0,79.0
Filip Jørgensen,Goalkeepers,3240,2023-2024 La Liga,20.0,43.0,17.0,15.0,17.0,9.0,98.0,72.0,46.0,43.0,50.0,11.0,46.0,13.0,20.0,17.0,43.0,52.0,31.0,30.0,72.0,72.0,20.0,30.0,17.0,65.0,37.0,28.0,13.0,52.0,28.0,98.0,98.0,83.0,57.0
Fraser Forster,Goalkeepers,180,2022-2023 Champions League,22.0,98.0,24.0,73.0,74.0,81.0,20.0,6.0,6.0,84.0,88.0,53.0,21.0,91.0,17.0,12.0,66.0,58.0,87.0,83.0,44.0,24.0,8.0,9.0,74.0,21.0,47.0,38.0,85.0,90.0,,47.0,26.0,99.0,9.0
Fraser Forster,Goalkeepers,360,2024-2025 Europa League,4.0,46.0,4.0,51.0,54.0,15.0,85.0,85.0,63.0,75.0,85.0,54.0,80.0,48.0,4.0,11.0,36.0,57.0,69.0,70.0,25.0,51.0,6.0,8.0,68.0,21.0,48.0,39.0,30.0,64.0,,86.0,79.0,85.0,25.0
Fraser Forster,Goalkeepers,630,2019-2020 Europa League,82.0,75.0,98.0,37.0,37.0,78.0,44.0,13.0,13.0,69.0,56.0,57.0,34.0,66.0,90.0,99.0,13.0,63.0,77.0,44.0,7.0,23.0,73.0,39.0,41.0,70.0,46.0,92.0,41.0,73.0,69.0,57.0,48.0,29.0,81.0
Fraser Forster,Goalkeepers,630,2024-2025 Premier League,17.0,6.0,2.0,20.0,20.0,46.0,31.0,24.0,28.0,6.0,57.0,63.0,91.0,15.0,24.0,2.0,87.0,70.0,83.0,83.0,57.0,6.0,6.0,6.0,4.0,94.0,50.0,37.0,2.0,44.0,37.0,81.0,89.0,50.0,13.0
Fraser Forster,Goalkeepers,720,2020-2021 Premier League,60.0,73.0,67.0,31.0,31.0,54.0,94.0,75.0,33.0,90.0,2.0,71.0,85.0,37.0,67.0,71.0,83.0,88.0,23.0,10.0,6.0,48.0,67.0,40.0,10.0,98.0,38.0,98.0,52.0,46.0,90.0,25.0,37.0,13.0,79.0
Fraser Forster,Goalkeepers,990,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",6.0,29.0,1.0,26.0,27.0,32.0,50.0,51.0,45.0,38.0,84.0,70.0,93.0,11.0,11.0,1.0,72.0,84.0,91.0,95.0,25.0,15.0,1.0,1.0,17.0,67.0,40.0,26.0,1.0,57.0,26.0,96.0,96.0,75.0,11.0
Fraser Forster,Goalkeepers,1215,2022-2023 Premier League,27.0,52.0,41.0,41.0,34.0,16.0,59.0,5.0,9.0,52.0,55.0,9.0,45.0,20.0,27.0,41.0,41.0,91.0,27.0,95.0,20.0,9.0,27.0,13.0,30.0,84.0,39.0,95.0,20.0,16.0,71.0,13.0,38.0,73.0,55.0
Fraser Forster,Goalkeepers,1710,2021-2022 Premier League,79.0,21.0,67.0,29.0,29.0,29.0,58.0,75.0,65.0,63.0,62.0,77.0,44.0,29.0,79.0,71.0,63.0,21.0,71.0,88.0,33.0,44.0,71.0,71.0,52.0,33.0,37.0,37.0,10.0,40.0,37.0,79.0,79.0,21.0,48.0
Fraser Forster,Goalkeepers,1800,2017-2018 Premier League,46.0,65.0,61.0,19.0,19.0,80.0,28.0,13.0,13.0,35.0,83.0,17.0,28.0,37.0,43.0,48.0,65.0,80.0,13.0,6.0,9.0,6.0,35.0,24.0,94.0,13.0,44.0,61.0,46.0,52.0,94.0,83.0,87.0,35.0,19.0
Guglielmo Vicario,Goalkeepers,180,2024-2025 Europa League,1.0,64.0,1.0,87.0,87.0,74.0,89.0,94.0,75.0,87.0,14.0,54.0,65.0,95.0,1.0,1.0,10.0,57.0,82.0,2.0,33.0,71.0,1.0,4.0,68.0,95.0,99.0,39.0,89.0,99.0,,86.0,60.0,99.0,99.0
Guglielmo Vicario,Goalkeepers,1080,2024-2025 Premier League,2.0,46.0,6.0,67.0,67.0,39.0,39.0,94.0,87.0,72.0,6.0,63.0,20.0,80.0,2.0,6.0,61.0,70.0,87.0,96.0,35.0,76.0,2.0,2.0,83.0,11.0,50.0,37.0,69.0,35.0,,11.0,13.0,87.0,74.0
Guglielmo Vicario,Goalkeepers,2783,2022-2023 Serie A,65.0,5.0,65.0,42.0,42.0,22.0,98.0,92.0,67.0,28.0,92.0,70.0,15.0,58.0,58.0,62.0,42.0,45.0,72.0,60.0,18.0,88.0,65.0,45.0,38.0,72.0,98.0,75.0,25.0,73.0,63.0,68.0,65.0,52.0,38.0
Guglielmo Vicario,Goalkeepers,2790,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",1.0,78.0,1.0,33.0,33.0,14.0,29.0,80.0,89.0,90.0,3.0,30.0,6.0,48.0,1.0,1.0,57.0,50.0,53.0,93.0,9.0,82.0,1.0,1.0,73.0,26.0,91.0,26.0,40.0,22.0,26.0,26.0,33.0,81.0,78.0
Guglielmo Vicario,Goalkeepers,2880,2018-2019 Serie B,55.0,55.0,77.0,17.0,17.0,83.0,77.0,39.0,36.0,48.0,81.0,69.0,73.0,59.0,52.0,83.0,50.0,69.0,77.0,16.0,14.0,83.0,73.0,58.0,44.0,72.0,45.0,77.0,33.0,86.0,67.0,86.0,83.0,98.0,23.0
Guglielmo Vicario,Goalkeepers,3150,2019-2020 Serie B,27.0,52.0,38.0,52.0,59.0,79.0,34.0,23.0,29.0,30.0,36.0,80.0,23.0,38.0,27.0,34.0,70.0,70.0,88.0,73.0,20.0,66.0,23.0,16.0,23.0,68.0,45.0,63.0,20.0,75.0,54.0,77.0,77.0,63.0,48.0
Guglielmo Vicario,Goalkeepers,3420,2021-2022 Serie A,18.0,55.0,50.0,37.0,40.0,48.0,85.0,95.0,79.0,82.0,76.0,34.0,50.0,15.0,21.0,50.0,63.0,5.0,68.0,69.0,24.0,66.0,27.0,18.0,55.0,66.0,98.0,79.0,11.0,47.0,69.0,85.0,84.0,82.0,31.0
Guglielmo Vicario,Goalkeepers,3420,2023-2024 Premier League,2.0,73.0,8.0,36.0,36.0,48.0,45.0,45.0,47.0,92.0,22.0,25.0,38.0,53.0,5.0,8.0,33.0,41.0,73.0,81.0,8.0,73.0,2.0,2.0,19.0,63.0,45.0,41.0,36.0,48.0,41.0,39.0,42.0,67.0,70.0
Jakub Stolarczyk,Goalkeepers,450,2024-2025 Premier League,52.0,5.0,38.0,4.0,4.0,23.0,95.0,77.0,59.0,16.0,4.0,63.0,63.0,13.0,82.0,63.0,98.0,70.0,13.0,98.0,80.0,41.0,77.0,89.0,82.0,13.0,50.0,38.0,23.0,2.0,,16.0,55.0,23.0,4.0
Jakub Stolarczyk,Goalkeepers,450,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",36.0,8.0,51.0,1.0,1.0,27.0,95.0,81.0,65.0,35.0,1.0,70.0,49.0,5.0,76.0,65.0,99.0,84.0,3.0,99.0,89.0,54.0,75.0,90.0,97.0,1.0,40.0,27.0,12.0,1.0,,16.0,63.0,26.0,1.0
Joe Lumley,Goalkeepers,2430,2019-2020 Championship,19.0,59.0,29.0,8.0,8.0,21.0,66.0,36.0,31.0,71.0,28.0,14.0,59.0,11.0,16.0,29.0,59.0,84.0,14.0,75.0,56.0,86.0,19.0,31.0,16.0,79.0,44.0,36.0,11.0,24.0,36.0,54.0,74.0,89.0,66.0
Joe Lumley,Goalkeepers,3060,2021-2022 Championship,68.0,75.0,64.0,74.0,76.0,83.0,14.0,72.0,89.0,80.0,19.0,58.0,36.0,77.0,70.0,59.0,41.0,16.0,36.0,46.0,39.0,47.0,55.0,59.0,91.0,6.0,47.0,33.0,97.0,26.0,,11.0,3.0,24.0,80.0
Joe Lumley,Goalkeepers,3631,2022-2023 Championship,94.0,38.0,99.0,13.0,13.0,30.0,96.0,89.0,66.0,52.0,55.0,71.0,65.0,21.0,96.0,96.0,74.0,78.0,11.0,48.0,99.0,23.0,94.0,99.0,16.0,38.0,43.0,28.0,48.0,33.0,28.0,45.0,55.0,6.0,23.0
Joe Lumley,Goalkeepers,3780,2018-2019 Championship,62.0,59.0,52.0,72.0,74.0,73.0,64.0,62.0,60.0,71.0,26.0,50.0,59.0,41.0,64.0,52.0,76.0,73.0,52.0,79.0,65.0,55.0,76.0,87.0,10.0,85.0,87.0,24.0,36.0,52.0,24.0,41.0,48.0,34.0,50.0
John Ruddy,Goalkeepers,1530,Last 365 Days Men's Next 14 Competitions,82.0,24.0,72.0,55.0,55.0,18.0,82.0,99.0,99.0,27.0,15.0,69.0,89.0,67.0,73.0,75.0,80.0,77.0,75.0,30.0,25.0,38.0,77.0,65.0,93.0,4.0,40.0,30.0,52.0,81.0,,88.0,76.0,97.0,51.0
John Ruddy,Goalkeepers,3817,2022-2023 Championship,91.0,82.0,89.0,57.0,57.0,57.0,70.0,94.0,89.0,94.0,48.0,30.0,82.0,43.0,89.0,91.0,60.0,78.0,70.0,94.0,91.0,40.0,96.0,96.0,55.0,55.0,43.0,87.0,33.0,44.0,76.0,48.0,50.0,26.0,43.0
John Ruddy,Goalkeepers,3960,2023-2024 Championship,79.0,31.0,80.0,45.0,45.0,45.0,84.0,96.0,99.0,39.0,60.0,38.0,74.0,44.0,81.0,84.0,71.0,43.0,39.0,21.0,81.0,26.0,86.0,89.0,89.0,8.0,39.0,38.0,49.0,65.0,,84.0,79.0,86.0,26.0
Jordan Pickford,Goalkeepers,270,2017-2018 Europa League,98.0,91.0,88.0,13.0,13.0,77.0,32.0,53.0,62.0,97.0,68.0,58.0,73.0,7.0,86.0,63.0,87.0,58.0,12.0,36.0,16.0,56.0,92.0,61.0,6.0,90.0,49.0,46.0,13.0,38.0,46.0,76.0,87.0,44.0,10.0
Jordan Pickford,Goalkeepers,450,2022 World Cup,27.0,82.0,60.0,85.0,88.0,28.0,8.0,32.0,52.0,58.0,35.0,52.0,52.0,80.0,35.0,52.0,22.0,53.0,20.0,17.0,62.0,47.0,42.0,58.0,37.0,53.0,48.0,43.0,95.0,60.0,43.0,22.0,18.0,18.0,88.0
Jordan Pickford,Goalkeepers,690,2018 World Cup,53.0,92.0,37.0,44.0,44.0,48.0,34.0,44.0,50.0,89.0,47.0,60.0,37.0,66.0,50.0,27.0,47.0,66.0,50.0,47.0,68.0,92.0,69.0,79.0,44.0,47.0,45.0,45.0,66.0,60.0,45.0,44.0,44.0,76.0,69.0
Jordan Pickford,Goalkeepers,690,2021 UEFA Euro 2020,56.0,31.0,69.0,98.0,98.0,44.0,27.0,23.0,31.0,35.0,69.0,2.0,40.0,98.0,56.0,73.0,8.0,69.0,67.0,15.0,52.0,77.0,81.0,81.0,67.0,23.0,46.0,38.0,98.0,98.0,,44.0,10.0,83.0,85.0
Jordan Pickford,Goalkeepers,690,2024 UEFA Euro 2024,56.0,67.0,90.0,56.0,56.0,67.0,27.0,27.0,31.0,48.0,69.0,50.0,65.0,60.0,56.0,81.0,19.0,69.0,15.0,23.0,56.0,98.0,81.0,81.0,67.0,27.0,50.0,44.0,90.0,50.0,,23.0,27.0,77.0,73.0
Jordan Pickford,Goalkeepers,1800,2024-2025 Premier League,95.0,88.0,71.0,84.0,84.0,23.0,63.0,38.0,30.0,95.0,86.0,63.0,73.0,59.0,95.0,48.0,66.0,70.0,48.0,39.0,66.0,70.0,98.0,98.0,82.0,55.0,50.0,95.0,59.0,55.0,82.0,52.0,48.0,70.0,20.0
Jordan Pickford,Goalkeepers,2742,2020-2021 Premier League,75.0,46.0,79.0,71.0,75.0,40.0,67.0,48.0,37.0,63.0,29.0,23.0,25.0,52.0,75.0,75.0,48.0,58.0,71.0,81.0,77.0,90.0,83.0,90.0,88.0,21.0,87.0,27.0,44.0,52.0,27.0,52.0,56.0,71.0,75.0
Jordan Pickford,Goalkeepers,3150,2021-2022 Premier League,98.0,54.0,88.0,40.0,40.0,17.0,48.0,40.0,25.0,38.0,33.0,13.0,52.0,33.0,94.0,87.0,79.0,17.0,44.0,88.0,48.0,52.0,90.0,83.0,83.0,13.0,37.0,37.0,29.0,29.0,37.0,67.0,71.0,10.0,40.0
Jordan Pickford,Goalkeepers,3330,2022-2023 Premier League,98.0,84.0,98.0,27.0,27.0,91.0,73.0,27.0,16.0,66.0,80.0,20.0,77.0,38.0,98.0,98.0,66.0,91.0,80.0,73.0,57.0,52.0,95.0,95.0,34.0,63.0,39.0,57.0,13.0,66.0,55.0,88.0,77.0,16.0,16.0
Jordan Pickford,Goalkeepers,3330,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",93.0,84.0,64.0,83.0,84.0,28.0,77.0,59.0,43.0,92.0,91.0,70.0,81.0,54.0,92.0,57.0,61.0,61.0,82.0,53.0,68.0,85.0,97.0,96.0,69.0,46.0,40.0,79.0,35.0,69.0,81.0,67.0,63.0,52.0,17.0
Jordan Pickford,Goalkeepers,3420,2017-2018 Premier League,80.0,76.0,98.0,50.0,50.0,57.0,54.0,39.0,31.0,69.0,46.0,72.0,76.0,24.0,65.0,74.0,46.0,80.0,46.0,67.0,24.0,65.0,91.0,69.0,44.0,61.0,91.0,48.0,20.0,52.0,56.0,69.0,72.0,69.0,61.0
Jordan Pickford,Goalkeepers,3420,2018-2019 Premier League,61.0,94.0,39.0,85.0,87.0,19.0,20.0,28.0,46.0,65.0,76.0,22.0,31.0,80.0,54.0,28.0,41.0,37.0,83.0,76.0,31.0,80.0,50.0,54.0,76.0,48.0,44.0,89.0,65.0,31.0,91.0,13.0,13.0,54.0,57.0
Jordan Pickford,Goalkeepers,3420,2019-2020 Premier League,70.0,45.0,50.0,45.0,45.0,57.0,34.0,63.0,63.0,38.0,57.0,20.0,27.0,34.0,59.0,48.0,57.0,18.0,45.0,86.0,66.0,91.0,77.0,80.0,57.0,48.0,91.0,27.0,54.0,20.0,27.0,25.0,34.0,77.0,52.0
Jordan Pickford,Goalkeepers,3420,2023-2024 Premier League,98.0,64.0,86.0,86.0,92.0,36.0,70.0,30.0,23.0,52.0,61.0,64.0,70.0,73.0,95.0,64.0,58.0,41.0,83.0,44.0,77.0,58.0,98.0,98.0,9.0,88.0,45.0,41.0,61.0,86.0,41.0,48.0,36.0,27.0,47.0
José Sá,Goalkeepers,300,2019-2020 Europa League,65.0,23.0,90.0,17.0,17.0,78.0,99.0,91.0,73.0,54.0,65.0,3.0,94.0,76.0,54.0,79.0,41.0,63.0,78.0,78.0,2.0,94.0,97.0,29.0,73.0,24.0,46.0,44.0,53.0,63.0,,55.0,39.0,56.0,46.0
José Sá,Goalkeepers,360,2020-2021 Europa League,72.0,92.0,85.0,52.0,52.0,6.0,67.0,11.0,11.0,94.0,22.0,2.0,76.0,38.0,74.0,85.0,59.0,60.0,9.0,8.0,29.0,80.0,97.0,81.0,74.0,20.0,47.0,44.0,74.0,49.0,,81.0,75.0,88.0,65.0
José Sá,Goalkeepers,450,2017-2018 Champions League,17.0,80.0,73.0,21.0,21.0,32.0,40.0,23.0,21.0,38.0,54.0,59.0,43.0,23.0,23.0,70.0,43.0,68.0,20.0,93.0,30.0,50.0,38.0,37.0,28.0,70.0,48.0,44.0,32.0,11.0,44.0,18.0,54.0,23.0,57.0
José Sá,Goalkeepers,540,2019-2020 Champions League,74.0,15.0,87.0,41.0,41.0,4.0,74.0,96.0,87.0,9.0,46.0,51.0,38.0,22.0,77.0,79.0,74.0,60.0,18.0,57.0,6.0,62.0,82.0,38.0,39.0,77.0,96.0,44.0,29.0,28.0,44.0,70.0,74.0,91.0,24.0
José Sá,Goalkeepers,540,2020-2021 Champions League,52.0,11.0,72.0,43.0,43.0,74.0,48.0,93.0,94.0,1.0,16.0,60.0,82.0,44.0,55.0,72.0,89.0,65.0,60.0,26.0,30.0,50.0,65.0,65.0,13.0,84.0,48.0,49.0,28.0,74.0,49.0,77.0,77.0,90.0,28.0
José Sá,Goalkeepers,630,2018-2019 Europa League,49.0,77.0,56.0,26.0,26.0,51.0,78.0,75.0,70.0,75.0,38.0,58.0,34.0,54.0,38.0,48.0,53.0,64.0,53.0,13.0,30.0,11.0,30.0,21.0,71.0,57.0,49.0,95.0,53.0,76.0,71.0,84.0,78.0,59.0,57.0
José Sá,Goalkeepers,1260,2024-2025 Premier League,88.0,91.0,71.0,55.0,59.0,13.0,80.0,63.0,52.0,88.0,34.0,9.0,59.0,9.0,82.0,73.0,73.0,7.0,9.0,57.0,9.0,27.0,66.0,41.0,13.0,95.0,50.0,91.0,34.0,9.0,70.0,30.0,59.0,38.0,38.0
José Sá,Goalkeepers,2745,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",58.0,80.0,52.0,22.0,21.0,5.0,76.0,51.0,34.0,74.0,25.0,29.0,74.0,9.0,62.0,60.0,85.0,20.0,52.0,78.0,1.0,33.0,57.0,20.0,13.0,83.0,40.0,69.0,8.0,34.0,58.0,91.0,93.0,74.0,38.0
José Sá,Goalkeepers,3037,2023-2024 Premier League,55.0,19.0,42.0,27.0,27.0,52.0,73.0,89.0,73.0,17.0,42.0,20.0,77.0,38.0,52.0,48.0,77.0,67.0,95.0,70.0,2.0,27.0,55.0,11.0,5.0,95.0,45.0,41.0,14.0,81.0,41.0,80.0,73.0,86.0,52.0
José Sá,Goalkeepers,3240,2022-2023 Premier League,34.0,20.0,71.0,59.0,59.0,59.0,66.0,84.0,88.0,20.0,38.0,75.0,59.0,45.0,30.0,70.0,71.0,70.0,38.0,41.0,16.0,48.0,55.0,43.0,70.0,38.0,39.0,88.0,48.0,48.0,89.0,59.0,55.0,63.0,41.0
José Sá,Goalkeepers,3285,2021-2022 Premier League,62.0,33.0,42.0,63.0,63.0,94.0,63.0,83.0,87.0,48.0,13.0,40.0,29.0,83.0,44.0,38.0,67.0,63.0,98.0,17.0,17.0,33.0,37.0,29.0,10.0,90.0,83.0,37.0,44.0,98.0,37.0,71.0,52.0,90.0,63.0
João Virgínia,Goalkeepers,1530,vs. Goalkeepers,58.0,35.0,63.0,38.0,38.0,48.0,75.0,52.0,48.0,40.0,21.0,69.0,98.0,46.0,37.0,56.0,87.0,31.0,87.0,23.0,71.0,67.0,56.0,71.0,13.0,83.0,46.0,35.0,21.0,83.0,37.0,94.0,87.0,87.0,10.0
Kepa Arrizabalaga,Goalkeepers,360,2023-2024 Champions League,27.0,38.0,12.0,68.0,68.0,27.0,79.0,74.0,73.0,27.0,12.0,58.0,29.0,71.0,17.0,18.0,6.0,64.0,24.0,5.0,37.0,53.0,12.0,12.0,26.0,71.0,46.0,44.0,83.0,68.0,44.0,27.0,22.0,99.0,97.0
Kepa Arrizabalaga,Goalkeepers,540,2019-2020 Champions League,30.0,82.0,57.0,41.0,41.0,24.0,26.0,68.0,80.0,78.0,77.0,51.0,38.0,62.0,33.0,55.0,21.0,4.0,41.0,46.0,89.0,30.0,30.0,60.0,80.0,52.0,45.0,98.0,77.0,13.0,80.0,9.0,20.0,33.0,68.0
Kepa Arrizabalaga,Goalkeepers,585,2020-2021 Premier League,13.0,6.0,25.0,71.0,56.0,94.0,10.0,6.0,40.0,2.0,75.0,71.0,52.0,63.0,13.0,21.0,33.0,88.0,63.0,98.0,87.0,87.0,21.0,33.0,40.0,48.0,38.0,27.0,48.0,29.0,27.0,13.0,29.0,94.0,37.0
Kepa Arrizabalaga,Goalkeepers,810,2022-2023 Champions League,47.0,74.0,80.0,55.0,55.0,59.0,24.0,58.0,65.0,64.0,36.0,53.0,24.0,76.0,45.0,83.0,56.0,58.0,50.0,48.0,22.0,43.0,49.0,31.0,74.0,21.0,47.0,38.0,80.0,65.0,,47.0,38.0,92.0,53.0
Kepa Arrizabalaga,Goalkeepers,1198,2023-2024 La Liga,13.0,65.0,6.0,98.0,98.0,94.0,17.0,20.0,20.0,13.0,6.0,59.0,17.0,98.0,13.0,6.0,9.0,20.0,76.0,46.0,48.0,69.0,13.0,9.0,91.0,7.0,37.0,28.0,98.0,94.0,,9.0,2.0,43.0,94.0
Kepa Arrizabalaga,Goalkeepers,1200,2018-2019 Europa League,5.0,34.0,15.0,93.0,93.0,57.0,22.0,25.0,31.0,21.0,40.0,58.0,15.0,95.0,2.0,14.0,4.0,64.0,50.0,49.0,92.0,75.0,4.0,17.0,71.0,24.0,49.0,44.0,96.0,51.0,,7.0,2.0,27.0,96.0
Kepa Arrizabalaga,Goalkeepers,1260,2024-2025 Premier League,61.0,80.0,31.0,74.0,74.0,76.0,35.0,31.0,39.0,76.0,30.0,63.0,69.0,65.0,61.0,43.0,43.0,70.0,72.0,24.0,83.0,17.0,46.0,69.0,46.0,43.0,50.0,37.0,46.0,80.0,37.0,72.0,61.0,20.0,74.0
Kepa Arrizabalaga,Goalkeepers,1468,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",43.0,81.0,42.0,87.0,86.0,92.0,20.0,46.0,63.0,86.0,24.0,70.0,76.0,68.0,47.0,44.0,23.0,84.0,77.0,53.0,95.0,20.0,40.0,68.0,77.0,10.0,40.0,27.0,48.0,79.0,27.0,73.0,59.0,26.0,84.0
Kepa Arrizabalaga,Goalkeepers,2565,2022-2023 Premier League,5.0,91.0,16.0,70.0,71.0,77.0,27.0,16.0,20.0,84.0,77.0,27.0,34.0,77.0,5.0,16.0,50.0,30.0,91.0,59.0,41.0,73.0,5.0,5.0,91.0,5.0,39.0,25.0,66.0,77.0,25.0,77.0,45.0,80.0,38.0
Kepa Arrizabalaga,Goalkeepers,2700,2017-2018 La Liga,62.0,47.0,71.0,26.0,26.0,39.0,26.0,68.0,70.0,39.0,80.0,11.0,17.0,41.0,65.0,62.0,71.0,18.0,56.0,58.0,95.0,77.0,74.0,95.0,80.0,26.0,39.0,80.0,29.0,38.0,89.0,68.0,74.0,44.0,23.0
Kepa Arrizabalaga,Goalkeepers,2970,2019-2020 Premier League,13.0,75.0,16.0,55.0,55.0,20.0,9.0,59.0,93.0,66.0,16.0,27.0,16.0,45.0,9.0,16.0,41.0,23.0,16.0,86.0,52.0,73.0,13.0,13.0,63.0,27.0,45.0,27.0,77.0,2.0,27.0,2.0,13.0,48.0,80.0
Kepa Arrizabalaga,Goalkeepers,3240,2018-2019 Premier League,2.0,98.0,2.0,91.0,91.0,41.0,9.0,35.0,54.0,57.0,65.0,80.0,9.0,87.0,2.0,2.0,9.0,78.0,65.0,59.0,98.0,72.0,6.0,6.0,87.0,17.0,44.0,69.0,91.0,44.0,83.0,9.0,9.0,65.0,83.0
Mads Hermansen,Goalkeepers,450,2021-2022 Europa League,42.0,29.0,33.0,43.0,43.0,75.0,38.0,22.0,24.0,48.0,69.0,1.0,81.0,22.0,61.0,38.0,80.0,60.0,43.0,70.0,37.0,83.0,83.0,69.0,77.0,19.0,49.0,40.0,19.0,33.0,,81.0,85.0,97.0,13.0
Mads Hermansen,Goalkeepers,1395,2024-2025 Premier League,71.0,30.0,77.0,13.0,13.0,55.0,91.0,70.0,55.0,27.0,63.0,63.0,66.0,23.0,66.0,80.0,77.0,13.0,91.0,84.0,23.0,55.0,70.0,52.0,48.0,41.0,50.0,38.0,5.0,27.0,38.0,91.0,89.0,84.0,23.0
Mads Hermansen,Goalkeepers,1395,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",57.0,37.0,66.0,4.0,4.0,55.0,93.0,80.0,63.0,43.0,74.0,70.0,55.0,9.0,60.0,78.0,83.0,5.0,97.0,99.0,7.0,67.0,70.0,49.0,73.0,13.0,40.0,27.0,1.0,28.0,27.0,96.0,96.0,94.0,12.0
