Player,Versus,BasedOnMinutes,scouting_period,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Aaron Ramsdale,Goalkeepers,300,2022-2023 Europa League,75.0,87.0,99.0,57.0,57.0,23.0,13.0,63.0,81.0,93.0,77.0,55.0,25.0,71.0,75.0,95.0,39.0,64.0,43.0,76.0,43.0,59.0,83.0,77.0,77.0,21.0,49.0,46.0,79.0,28.0,,13.0,16.0,48.0,45.0
Aaron Ramsdale,Goalkeepers,540,2023-2024 Premier League,58.0,48.0,38.0,83.0,86.0,63.0,2.0,86.0,98.0,61.0,27.0,64.0,11.0,95.0,58.0,33.0,5.0,86.0,23.0,20.0,14.0,42.0,42.0,27.0,92.0,6.0,45.0,41.0,98.0,23.0,,5.0,5.0,63.0,98.0
Aaron Ramsdale,Goalkeepers,1260,2024-2025 Premier League,63.0,23.0,64.0,23.0,25.0,5.0,52.0,57.0,66.0,13.0,14.0,63.0,41.0,18.0,70.0,59.0,91.0,70.0,30.0,68.0,34.0,95.0,88.0,70.0,32.0,66.0,50.0,38.0,9.0,41.0,38.0,95.0,98.0,77.0,9.0
Aaron Ramsdale,Goalkeepers,1350,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",62.0,14.0,56.0,17.0,17.0,1.0,45.0,84.0,92.0,24.0,10.0,70.0,25.0,8.0,72.0,59.0,99.0,84.0,44.0,84.0,28.0,94.0,85.0,79.0,35.0,44.0,40.0,27.0,1.0,39.0,27.0,98.0,98.0,81.0,5.0
Aaron Ramsdale,Goalkeepers,3060,2021-2022 Premier League,37.0,79.0,79.0,79.0,79.0,83.0,17.0,52.0,56.0,90.0,6.0,77.0,13.0,67.0,40.0,79.0,25.0,50.0,87.0,37.0,10.0,75.0,48.0,37.0,33.0,73.0,90.0,37.0,71.0,75.0,37.0,33.0,21.0,63.0,90.0
Aaron Ramsdale,Goalkeepers,3330,2019-2020 Premier League,59.0,14.0,63.0,9.0,9.0,70.0,73.0,41.0,38.0,41.0,34.0,5.0,63.0,23.0,52.0,59.0,88.0,86.0,52.0,66.0,23.0,41.0,48.0,45.0,27.0,73.0,45.0,63.0,20.0,45.0,55.0,73.0,77.0,73.0,23.0
Aaron Ramsdale,Goalkeepers,3420,2020-2021 Premier League,94.0,33.0,98.0,2.0,2.0,25.0,63.0,90.0,71.0,54.0,6.0,71.0,63.0,17.0,90.0,98.0,98.0,23.0,23.0,48.0,17.0,40.0,90.0,83.0,75.0,27.0,79.0,27.0,13.0,40.0,27.0,90.0,94.0,6.0,10.0
Aaron Ramsdale,Goalkeepers,3420,2022-2023 Premier League,63.0,80.0,84.0,84.0,84.0,68.0,13.0,23.0,36.0,38.0,21.0,75.0,5.0,82.0,55.0,63.0,9.0,79.0,55.0,41.0,13.0,41.0,41.0,20.0,52.0,48.0,95.0,25.0,84.0,59.0,25.0,27.0,13.0,48.0,95.0
Alex McCarthy,Goalkeepers,450,2023-2024 Championship,6.0,1.0,1.0,31.0,31.0,99.0,1.0,4.0,14.0,4.0,4.0,73.0,14.0,9.0,19.0,1.0,90.0,84.0,19.0,75.0,31.0,59.0,1.0,6.0,89.0,8.0,39.0,38.0,14.0,21.0,,81.0,91.0,69.0,59.0
Alex McCarthy,Goalkeepers,450,Last 365 Days Men's Next 14 Competitions,3.0,1.0,1.0,22.0,23.0,99.0,3.0,8.0,18.0,1.0,1.0,69.0,2.0,10.0,8.0,1.0,96.0,77.0,7.0,80.0,9.0,74.0,2.0,1.0,94.0,4.0,40.0,30.0,20.0,13.0,,82.0,90.0,89.0,63.0
Alex McCarthy,Goalkeepers,540,2022-2023 Premier League,70.0,30.0,9.0,2.0,2.0,59.0,77.0,71.0,48.0,45.0,27.0,75.0,82.0,2.0,80.0,20.0,98.0,9.0,2.0,95.0,2.0,88.0,84.0,59.0,21.0,68.0,39.0,25.0,5.0,2.0,25.0,16.0,84.0,55.0,2.0
Alex McCarthy,Goalkeepers,1530,2021-2022 Premier League,62.0,2.0,75.0,56.0,56.0,10.0,58.0,92.0,94.0,2.0,90.0,77.0,40.0,37.0,60.0,75.0,56.0,88.0,17.0,88.0,25.0,17.0,60.0,48.0,94.0,4.0,37.0,37.0,52.0,10.0,,29.0,40.0,56.0,17.0
Alex McCarthy,Goalkeepers,1620,2017-2018 Premier League,57.0,9.0,69.0,31.0,31.0,28.0,91.0,80.0,59.0,13.0,91.0,72.0,72.0,50.0,61.0,69.0,43.0,80.0,6.0,67.0,4.0,2.0,39.0,31.0,59.0,20.0,44.0,22.0,80.0,17.0,22.0,28.0,24.0,39.0,13.0
Alex McCarthy,Goalkeepers,2250,2018-2019 Premier League,69.0,7.0,61.0,9.0,13.0,54.0,57.0,65.0,57.0,31.0,94.0,80.0,20.0,24.0,69.0,57.0,65.0,9.0,35.0,76.0,7.0,9.0,43.0,31.0,69.0,20.0,44.0,30.0,28.0,20.0,30.0,57.0,72.0,39.0,17.0
Alex McCarthy,Goalkeepers,2520,2019-2020 Premier League,73.0,38.0,70.0,59.0,59.0,52.0,66.0,91.0,88.0,63.0,30.0,77.0,23.0,63.0,73.0,73.0,45.0,52.0,73.0,86.0,55.0,45.0,73.0,73.0,73.0,30.0,45.0,73.0,48.0,52.0,86.0,45.0,38.0,5.0,70.0
Alex McCarthy,Goalkeepers,2700,2020-2021 Premier League,40.0,73.0,54.0,25.0,25.0,79.0,25.0,79.0,87.0,71.0,56.0,17.0,17.0,6.0,52.0,63.0,83.0,52.0,6.0,81.0,10.0,83.0,60.0,37.0,17.0,67.0,38.0,27.0,6.0,10.0,27.0,63.0,83.0,37.0,21.0
Alisson,Goalkeepers,180,2021 Copa América,4.0,54.0,4.0,67.0,67.0,4.0,54.0,38.0,25.0,50.0,71.0,63.0,8.0,71.0,4.0,4.0,8.0,67.0,8.0,8.0,13.0,46.0,4.0,4.0,67.0,29.0,50.0,46.0,96.0,38.0,,13.0,4.0,67.0,79.0
Alisson,Goalkeepers,180,2023-2024 Europa League,5.0,61.0,33.0,98.0,98.0,83.0,17.0,66.0,90.0,86.0,16.0,55.0,12.0,98.0,12.0,13.0,4.0,62.0,81.0,6.0,93.0,99.0,52.0,84.0,76.0,22.0,49.0,46.0,98.0,98.0,,3.0,1.0,82.0,98.0
Alisson,Goalkeepers,270,2024-2025 Champions League,44.0,82.0,53.0,88.0,88.0,77.0,53.0,20.0,17.0,82.0,26.0,58.0,36.0,91.0,61.0,41.0,7.0,59.0,60.0,5.0,60.0,88.0,66.0,64.0,73.0,24.0,47.0,42.0,95.0,89.0,,29.0,18.0,18.0,96.0
Alisson,Goalkeepers,360,2024 Copa América,3.0,66.0,3.0,69.0,72.0,75.0,47.0,3.0,3.0,47.0,97.0,53.0,31.0,75.0,3.0,3.0,9.0,50.0,34.0,9.0,72.0,78.0,3.0,3.0,66.0,25.0,41.0,47.0,97.0,72.0,,53.0,34.0,91.0,44.0
Alisson,Goalkeepers,379,2022 World Cup,5.0,98.0,15.0,93.0,85.0,68.0,38.0,10.0,10.0,88.0,48.0,52.0,5.0,95.0,12.0,18.0,7.0,53.0,28.0,37.0,45.0,12.0,5.0,2.0,72.0,23.0,48.0,43.0,98.0,55.0,,15.0,5.0,28.0,95.0
Alisson,Goalkeepers,450,2018 World Cup,10.0,76.0,8.0,95.0,95.0,40.0,23.0,39.0,45.0,79.0,50.0,60.0,5.0,94.0,5.0,6.0,21.0,27.0,53.0,34.0,89.0,5.0,2.0,11.0,73.0,23.0,45.0,45.0,98.0,26.0,,10.0,2.0,63.0,87.0
Alisson,Goalkeepers,450,2019-2020 Champions League,6.0,89.0,9.0,57.0,57.0,9.0,13.0,32.0,61.0,99.0,57.0,51.0,18.0,89.0,9.0,6.0,23.0,60.0,84.0,71.0,83.0,74.0,9.0,13.0,80.0,16.0,45.0,44.0,74.0,79.0,,30.0,23.0,71.0,82.0
Alisson,Goalkeepers,570,2019 Copa América,4.0,63.0,4.0,88.0,88.0,67.0,4.0,63.0,88.0,54.0,46.0,50.0,4.0,88.0,4.0,4.0,17.0,58.0,54.0,17.0,71.0,4.0,4.0,4.0,54.0,42.0,50.0,42.0,88.0,92.0,42.0,21.0,8.0,38.0,92.0
Alisson,Goalkeepers,630,2020-2021 Champions League,34.0,94.0,57.0,94.0,94.0,74.0,26.0,18.0,18.0,89.0,40.0,60.0,65.0,84.0,23.0,45.0,30.0,65.0,91.0,89.0,57.0,62.0,30.0,40.0,84.0,16.0,48.0,49.0,73.0,72.0,,43.0,26.0,48.0,77.0
Alisson,Goalkeepers,720,2022-2023 Champions League,20.0,77.0,38.0,59.0,62.0,81.0,8.0,73.0,97.0,73.0,15.0,53.0,15.0,38.0,20.0,31.0,45.0,58.0,41.0,83.0,94.0,59.0,27.0,59.0,41.0,66.0,47.0,84.0,41.0,24.0,65.0,10.0,26.0,55.0,87.0
Alisson,Goalkeepers,1068,2024-2025 Premier League,6.0,83.0,9.0,83.0,80.0,94.0,6.0,13.0,20.0,87.0,46.0,63.0,13.0,91.0,9.0,9.0,9.0,69.0,20.0,63.0,31.0,31.0,9.0,9.0,83.0,11.0,50.0,37.0,91.0,13.0,,6.0,6.0,24.0,91.0
Alisson,Goalkeepers,1080,2017-2018 Champions League,21.0,99.0,16.0,74.0,74.0,43.0,23.0,34.0,44.0,96.0,41.0,13.0,21.0,52.0,13.0,21.0,30.0,24.0,62.0,52.0,99.0,71.0,18.0,52.0,73.0,24.0,48.0,44.0,46.0,57.0,,68.0,65.0,71.0,68.0
Alisson,Goalkeepers,1170,2018-2019 Champions League,22.0,86.0,24.0,81.0,81.0,50.0,17.0,29.0,35.0,55.0,24.0,24.0,22.0,81.0,17.0,19.0,32.0,12.0,73.0,47.0,35.0,76.0,19.0,17.0,78.0,22.0,47.0,42.0,68.0,86.0,,60.0,50.0,81.0,88.0
Alisson,Goalkeepers,1170,2021-2022 Champions League,19.0,80.0,46.0,61.0,61.0,49.0,16.0,51.0,74.0,81.0,31.0,58.0,11.0,73.0,11.0,44.0,9.0,63.0,59.0,96.0,84.0,86.0,24.0,29.0,76.0,20.0,48.0,43.0,76.0,4.0,,6.0,6.0,85.0,91.0
Alisson,Goalkeepers,2328,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",3.0,90.0,3.0,84.0,82.0,86.0,2.0,4.0,10.0,82.0,25.0,70.0,1.0,89.0,13.0,3.0,9.0,84.0,22.0,30.0,36.0,80.0,7.0,6.0,96.0,1.0,40.0,27.0,95.0,36.0,,20.0,13.0,57.0,93.0
Alisson,Goalkeepers,2520,2023-2024 Premier League,8.0,86.0,11.0,77.0,77.0,75.0,23.0,11.0,17.0,45.0,80.0,64.0,27.0,83.0,2.0,11.0,14.0,55.0,58.0,20.0,31.0,83.0,5.0,5.0,80.0,17.0,45.0,41.0,86.0,81.0,41.0,36.0,27.0,63.0,80.0
Alisson,Goalkeepers,2543,2019-2020 Premier League,5.0,95.0,13.0,98.0,95.0,95.0,13.0,13.0,34.0,98.0,9.0,77.0,13.0,98.0,5.0,13.0,5.0,55.0,34.0,16.0,84.0,88.0,5.0,16.0,77.0,16.0,45.0,27.0,98.0,59.0,27.0,16.0,9.0,66.0,95.0
Alisson,Goalkeepers,2970,2020-2021 Premier League,10.0,98.0,21.0,52.0,52.0,60.0,6.0,44.0,75.0,98.0,60.0,29.0,10.0,87.0,2.0,6.0,13.0,88.0,83.0,65.0,58.0,79.0,2.0,10.0,52.0,79.0,98.0,87.0,79.0,75.0,73.0,37.0,21.0,75.0,87.0
Alisson,Goalkeepers,3240,2021-2022 Premier League,10.0,94.0,21.0,98.0,98.0,87.0,6.0,29.0,60.0,98.0,44.0,77.0,6.0,98.0,6.0,13.0,2.0,58.0,94.0,23.0,92.0,87.0,10.0,25.0,94.0,4.0,37.0,37.0,98.0,90.0,,10.0,6.0,87.0,94.0
Alisson,Goalkeepers,3330,2017-2018 Serie A,24.0,98.0,24.0,83.0,87.0,89.0,17.0,35.0,48.0,98.0,56.0,83.0,9.0,87.0,20.0,17.0,17.0,80.0,83.0,4.0,98.0,94.0,28.0,39.0,54.0,43.0,37.0,69.0,80.0,98.0,74.0,35.0,28.0,87.0,87.0
Alisson,Goalkeepers,3330,2022-2023 Premier League,9.0,98.0,13.0,88.0,88.0,98.0,16.0,30.0,36.0,98.0,66.0,75.0,20.0,73.0,9.0,9.0,23.0,48.0,98.0,86.0,88.0,95.0,13.0,27.0,77.0,34.0,80.0,57.0,45.0,70.0,71.0,48.0,34.0,84.0,80.0
Alisson,Goalkeepers,3420,2018-2019 Premier League,9.0,83.0,6.0,98.0,98.0,74.0,6.0,52.0,65.0,91.0,43.0,80.0,6.0,98.0,9.0,9.0,2.0,78.0,91.0,59.0,76.0,87.0,9.0,9.0,94.0,6.0,91.0,30.0,94.0,98.0,,6.0,6.0,91.0,94.0
Alphonse Areola,Goalkeepers,270,2018-2019 Champions League,1.0,1.0,1.0,17.0,17.0,82.0,24.0,42.0,47.0,22.0,68.0,63.0,12.0,28.0,1.0,1.0,38.0,56.0,6.0,15.0,99.0,35.0,1.0,4.0,14.0,81.0,47.0,42.0,46.0,22.0,42.0,50.0,59.0,31.0,41.0
Alphonse Areola,Goalkeepers,720,2017-2018 Champions League,1.0,51.0,4.0,87.0,87.0,52.0,76.0,88.0,85.0,84.0,18.0,59.0,60.0,79.0,1.0,18.0,38.0,68.0,43.0,6.0,89.0,6.0,1.0,11.0,41.0,55.0,48.0,44.0,82.0,87.0,44.0,59.0,45.0,44.0,87.0
Alphonse Areola,Goalkeepers,910,2024-2025 Premier League,48.0,43.0,24.0,57.0,39.0,28.0,80.0,50.0,46.0,56.0,24.0,63.0,98.0,6.0,57.0,28.0,91.0,2.0,2.0,37.0,89.0,43.0,61.0,83.0,83.0,11.0,50.0,37.0,35.0,2.0,,57.0,72.0,46.0,24.0
Alphonse Areola,Goalkeepers,1020,2021-2022 Europa League,73.0,23.0,56.0,79.0,79.0,75.0,55.0,71.0,65.0,39.0,32.0,51.0,63.0,87.0,69.0,47.0,49.0,19.0,73.0,36.0,41.0,11.0,41.0,51.0,77.0,19.0,49.0,40.0,89.0,79.0,,51.0,31.0,15.0,69.0
Alphonse Areola,Goalkeepers,1170,2022-2023 Europa Conference League,70.0,64.0,74.0,72.0,72.0,78.0,38.0,19.0,21.0,30.0,26.0,53.0,30.0,91.0,74.0,83.0,6.0,55.0,70.0,12.0,52.0,17.0,54.0,52.0,52.0,42.0,47.0,45.0,91.0,89.0,45.0,38.0,23.0,48.0,97.0
Alphonse Areola,Goalkeepers,1890,2018-2019 Ligue 1,5.0,45.0,5.0,98.0,98.0,95.0,23.0,9.0,16.0,34.0,5.0,79.0,16.0,95.0,5.0,5.0,2.0,30.0,70.0,9.0,70.0,9.0,5.0,5.0,13.0,59.0,41.0,13.0,98.0,91.0,13.0,27.0,5.0,63.0,95.0
Alphonse Areola,Goalkeepers,2079,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",55.0,13.0,54.0,6.0,5.0,35.0,65.0,67.0,57.0,25.0,66.0,70.0,83.0,2.0,59.0,63.0,84.0,1.0,5.0,13.0,79.0,23.0,55.0,73.0,65.0,21.0,40.0,70.0,16.0,24.0,86.0,99.0,99.0,66.0,17.0
Alphonse Areola,Goalkeepers,2699,2023-2024 Premier League,73.0,5.0,77.0,31.0,33.0,88.0,80.0,48.0,30.0,5.0,86.0,64.0,73.0,27.0,70.0,83.0,39.0,33.0,80.0,2.0,67.0,11.0,64.0,64.0,36.0,80.0,45.0,95.0,23.0,92.0,84.0,95.0,86.0,52.0,55.0
Alphonse Areola,Goalkeepers,3060,2017-2018 Ligue 1,2.0,85.0,2.0,98.0,98.0,33.0,13.0,31.0,54.0,87.0,15.0,17.0,13.0,98.0,2.0,2.0,2.0,65.0,72.0,7.0,98.0,17.0,2.0,2.0,91.0,13.0,91.0,57.0,98.0,91.0,89.0,20.0,2.0,69.0,98.0
Alphonse Areola,Goalkeepers,3240,2020-2021 Premier League,33.0,37.0,44.0,31.0,31.0,85.0,48.0,67.0,60.0,44.0,87.0,71.0,48.0,40.0,40.0,52.0,83.0,69.0,90.0,81.0,48.0,25.0,44.0,44.0,33.0,63.0,38.0,27.0,17.0,71.0,27.0,71.0,63.0,63.0,6.0
Altay Bayındır,Goalkeepers,180,2021-2022 Europa Conference League,17.0,17.0,3.0,15.0,15.0,5.0,42.0,6.0,6.0,4.0,15.0,55.0,87.0,4.0,9.0,3.0,92.0,59.0,9.0,71.0,48.0,91.0,32.0,34.0,65.0,33.0,49.0,46.0,7.0,17.0,,77.0,91.0,47.0,15.0
Altay Bayındır,Goalkeepers,270,2021-2022 Europa League,93.0,37.0,65.0,13.0,13.0,15.0,8.0,67.0,87.0,48.0,96.0,51.0,2.0,13.0,87.0,45.0,41.0,60.0,27.0,87.0,3.0,2.0,23.0,9.0,77.0,19.0,49.0,40.0,17.0,13.0,,64.0,76.0,17.0,13.0
Altay Bayındır,Goalkeepers,720,2022-2023 Europa League,68.0,95.0,59.0,65.0,65.0,79.0,17.0,57.0,72.0,87.0,62.0,55.0,7.0,63.0,61.0,33.0,9.0,64.0,17.0,35.0,46.0,23.0,26.0,25.0,49.0,49.0,49.0,46.0,89.0,19.0,46.0,9.0,7.0,64.0,92.0
André Onana,Goalkeepers,180,2021-2022 Champions League,1.0,90.0,44.0,18.0,18.0,79.0,26.0,6.0,6.0,84.0,15.0,58.0,44.0,79.0,4.0,38.0,68.0,63.0,96.0,96.0,1.0,36.0,9.0,1.0,10.0,83.0,48.0,43.0,44.0,76.0,43.0,3.0,4.0,10.0,75.0
André Onana,Goalkeepers,540,2019-2020 Champions League,61.0,50.0,65.0,88.0,88.0,24.0,30.0,68.0,77.0,66.0,46.0,51.0,55.0,79.0,65.0,60.0,37.0,60.0,99.0,34.0,11.0,77.0,70.0,45.0,18.0,93.0,96.0,44.0,43.0,91.0,44.0,79.0,52.0,44.0,68.0
André Onana,Goalkeepers,540,2020-2021 Champions League,34.0,57.0,21.0,18.0,18.0,74.0,40.0,34.0,43.0,50.0,49.0,60.0,17.0,71.0,32.0,18.0,66.0,12.0,85.0,37.0,11.0,99.0,62.0,38.0,65.0,33.0,48.0,49.0,62.0,66.0,49.0,74.0,54.0,80.0,51.0
André Onana,Goalkeepers,540,2021-2022 Eredivisie,16.0,36.0,5.0,4.0,4.0,63.0,23.0,38.0,45.0,21.0,4.0,66.0,5.0,18.0,16.0,5.0,21.0,79.0,16.0,98.0,91.0,41.0,9.0,23.0,82.0,16.0,41.0,36.0,45.0,2.0,,2.0,13.0,20.0,98.0
André Onana,Goalkeepers,540,2023-2024 Champions League,87.0,14.0,86.0,47.0,47.0,42.0,55.0,40.0,37.0,17.0,44.0,1.0,4.0,6.0,91.0,94.0,82.0,64.0,6.0,35.0,58.0,76.0,88.0,88.0,15.0,97.0,95.0,95.0,13.0,29.0,65.0,55.0,81.0,47.0,18.0
André Onana,Goalkeepers,540,2024-2025 Europa League,15.0,87.0,27.0,39.0,39.0,74.0,20.0,13.0,13.0,75.0,85.0,54.0,1.0,56.0,15.0,32.0,10.0,57.0,37.0,82.0,92.0,68.0,20.0,39.0,68.0,21.0,48.0,39.0,49.0,23.0,,24.0,27.0,32.0,75.0
André Onana,Goalkeepers,1080,2018-2019 Champions League,42.0,45.0,55.0,64.0,64.0,41.0,42.0,55.0,60.0,42.0,68.0,63.0,40.0,68.0,50.0,37.0,18.0,56.0,88.0,68.0,1.0,47.0,55.0,10.0,55.0,45.0,47.0,42.0,42.0,81.0,42.0,56.0,53.0,45.0,69.0
André Onana,Goalkeepers,1170,2022-2023 Champions League,78.0,14.0,66.0,85.0,87.0,55.0,85.0,87.0,70.0,6.0,50.0,53.0,62.0,80.0,71.0,62.0,29.0,15.0,94.0,58.0,71.0,80.0,78.0,87.0,74.0,21.0,47.0,38.0,57.0,78.0,,71.0,48.0,76.0,80.0
André Onana,Goalkeepers,1800,2020-2021 Eredivisie,5.0,95.0,2.0,94.0,95.0,66.0,2.0,60.0,95.0,89.0,5.0,68.0,5.0,95.0,8.0,2.0,5.0,73.0,89.0,23.0,98.0,82.0,15.0,34.0,98.0,2.0,40.0,34.0,92.0,92.0,,50.0,21.0,47.0,95.0
André Onana,Goalkeepers,1890,2024-2025 Premier League,31.0,9.0,63.0,74.0,74.0,9.0,17.0,28.0,43.0,13.0,37.0,63.0,28.0,54.0,35.0,69.0,65.0,37.0,69.0,74.0,28.0,87.0,50.0,31.0,33.0,83.0,50.0,78.0,43.0,44.0,70.0,24.0,30.0,61.0,43.0
André Onana,Goalkeepers,2160,2019-2020 Eredivisie,2.0,98.0,6.0,85.0,85.0,90.0,2.0,60.0,94.0,94.0,10.0,73.0,2.0,94.0,6.0,2.0,8.0,73.0,85.0,92.0,98.0,40.0,2.0,10.0,77.0,10.0,42.0,29.0,85.0,60.0,29.0,2.0,6.0,44.0,90.0
André Onana,Goalkeepers,2160,2022-2023 Serie A,12.0,18.0,35.0,72.0,72.0,32.0,28.0,55.0,58.0,5.0,8.0,70.0,38.0,73.0,18.0,8.0,32.0,8.0,42.0,7.0,62.0,92.0,42.0,42.0,65.0,32.0,42.0,28.0,85.0,60.0,28.0,38.0,35.0,42.0,85.0
André Onana,Goalkeepers,2920,2018-2019 Eredivisie,2.0,81.0,2.0,94.0,94.0,94.0,2.0,35.0,90.0,73.0,2.0,65.0,2.0,94.0,2.0,2.0,6.0,73.0,77.0,6.0,10.0,10.0,2.0,2.0,90.0,19.0,44.0,75.0,94.0,98.0,90.0,10.0,6.0,23.0,98.0
André Onana,Goalkeepers,3420,2023-2024 Premier League,48.0,28.0,55.0,67.0,67.0,30.0,83.0,67.0,56.0,27.0,22.0,25.0,30.0,64.0,45.0,58.0,42.0,70.0,77.0,36.0,17.0,70.0,58.0,48.0,19.0,63.0,45.0,41.0,39.0,95.0,41.0,77.0,70.0,23.0,67.0
André Onana,Goalkeepers,3960,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",29.0,28.0,63.0,45.0,45.0,4.0,41.0,69.0,72.0,48.0,57.0,70.0,7.0,37.0,37.0,70.0,41.0,67.0,63.0,53.0,16.0,88.0,52.0,35.0,17.0,77.0,40.0,55.0,29.0,66.0,52.0,71.0,69.0,34.0,60.0
Antonín Kinský,Goalkeepers,540,2024-2025 Europa League,26.0,89.0,18.0,39.0,39.0,74.0,1.0,13.0,36.0,75.0,35.0,5.0,5.0,64.0,18.0,20.0,82.0,57.0,17.0,70.0,96.0,87.0,29.0,73.0,30.0,51.0,48.0,39.0,86.0,7.0,39.0,1.0,4.0,32.0,19.0
Antonín Kinský,Goalkeepers,630,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",28.0,70.0,4.0,19.0,19.0,99.0,2.0,22.0,55.0,72.0,11.0,1.0,9.0,59.0,24.0,6.0,99.0,4.0,7.0,29.0,98.0,93.0,28.0,62.0,31.0,49.0,40.0,26.0,97.0,4.0,26.0,1.0,2.0,28.0,7.0
Arijanet Muric,Goalkeepers,900,2023-2024 Premier League,61.0,77.0,63.0,3.0,3.0,88.0,61.0,98.0,95.0,98.0,98.0,64.0,17.0,58.0,64.0,61.0,48.0,33.0,98.0,20.0,55.0,98.0,92.0,95.0,58.0,75.0,45.0,98.0,8.0,98.0,91.0,98.0,98.0,73.0,16.0
Arijanet Muric,Goalkeepers,1260,2020-2021 Eredivisie,95.0,34.0,92.0,60.0,60.0,15.0,47.0,82.0,79.0,40.0,39.0,68.0,24.0,37.0,95.0,89.0,53.0,5.0,21.0,68.0,31.0,21.0,63.0,60.0,56.0,60.0,40.0,89.0,47.0,11.0,85.0,24.0,44.0,29.0,56.0
Arijanet Muric,Goalkeepers,1530,2024-2025 Premier League,41.0,20.0,91.0,9.0,9.0,63.0,59.0,98.0,98.0,48.0,70.0,63.0,52.0,27.0,48.0,91.0,80.0,70.0,41.0,39.0,39.0,34.0,52.0,55.0,20.0,77.0,50.0,38.0,27.0,59.0,38.0,77.0,84.0,80.0,13.0
Arijanet Muric,Goalkeepers,2430,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",47.0,63.0,83.0,1.0,1.0,71.0,54.0,99.0,99.0,91.0,88.0,70.0,22.0,23.0,50.0,88.0,77.0,48.0,94.0,39.0,43.0,96.0,72.0,75.0,30.0,69.0,40.0,70.0,7.0,83.0,65.0,99.0,99.0,89.0,8.0
Arijanet Muric,Goalkeepers,3614,2022-2023 Championship,4.0,79.0,28.0,91.0,87.0,23.0,11.0,77.0,94.0,67.0,62.0,71.0,1.0,96.0,1.0,30.0,4.0,78.0,67.0,16.0,96.0,96.0,4.0,28.0,52.0,40.0,43.0,62.0,87.0,87.0,59.0,33.0,23.0,55.0,99.0
Asmir Begović,Goalkeepers,450,2019-2020 Europa League,87.0,43.0,66.0,17.0,17.0,17.0,35.0,73.0,75.0,47.0,47.0,8.0,65.0,20.0,89.0,74.0,80.0,18.0,18.0,83.0,43.0,7.0,61.0,51.0,73.0,24.0,46.0,44.0,43.0,9.0,,25.0,42.0,13.0,33.0
Asmir Begović,Goalkeepers,1620,Last 365 Days Men's Next 14 Competitions,47.0,36.0,56.0,66.0,67.0,71.0,63.0,54.0,44.0,20.0,51.0,69.0,10.0,80.0,47.0,61.0,18.0,29.0,7.0,3.0,44.0,46.0,38.0,36.0,94.0,4.0,40.0,30.0,97.0,42.0,,22.0,17.0,78.0,84.0
Asmir Begović,Goalkeepers,2160,2018-2019 Premier League,24.0,2.0,28.0,43.0,43.0,28.0,65.0,94.0,85.0,28.0,20.0,80.0,39.0,13.0,28.0,31.0,72.0,20.0,2.0,91.0,54.0,13.0,20.0,28.0,61.0,26.0,44.0,30.0,35.0,9.0,30.0,28.0,39.0,87.0,43.0
Asmir Begović,Goalkeepers,3420,2017-2018 Premier League,28.0,4.0,24.0,2.0,2.0,46.0,65.0,61.0,46.0,9.0,54.0,11.0,65.0,17.0,24.0,35.0,59.0,56.0,31.0,81.0,28.0,31.0,31.0,35.0,67.0,33.0,44.0,48.0,28.0,24.0,67.0,61.0,65.0,91.0,43.0
Asmir Begović,Goalkeepers,4049,2023-2024 Championship,59.0,16.0,54.0,75.0,71.0,36.0,61.0,84.0,86.0,14.0,56.0,73.0,49.0,64.0,56.0,54.0,66.0,66.0,21.0,15.0,66.0,14.0,49.0,56.0,76.0,16.0,39.0,38.0,81.0,46.0,38.0,44.0,39.0,66.0,31.0
Asmir Begović,Goalkeepers,4050,2020-2021 Championship,11.0,6.0,16.0,54.0,54.0,41.0,16.0,76.0,91.0,6.0,50.0,48.0,39.0,71.0,11.0,16.0,24.0,78.0,91.0,60.0,45.0,21.0,1.0,4.0,56.0,43.0,40.0,69.0,36.0,89.0,66.0,76.0,63.0,81.0,79.0
