"Season","Player_URL","comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro"
"2023","https://www.transfermarkt.com/mathys-tel/profil/spieler/801734","Bundesliga","Europe","Germany",2023,"Bayern Munich","39","Mathys Tel","Centre-Forward",2005-04-27,19,"France","Tottenham Hotspur","1.83","right","2022-07-26","Stade Rennais FC",NA,4e+07
"2023","https://www.transfermarkt.com/nico-schlotterbeck/profil/spieler/388198","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","4","Nico Schlotterbeck","Centre-Back",1999-12-01,24,"Germany","Borussia Dortmund","1.91","left","2022-07-01","SC Freiburg",NA,4e+07
"2023","https://www.transfermarkt.com/piero-hincapie/profil/spieler/659813","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","3","Piero Hincapié","Centre-Back",2002-01-09,22,"Ecuador","Bayer 04 Leverkusen","1.84","left","2021-08-16","CA Talleres",NA,4e+07
"2023","https://www.transfermarkt.com/serge-gnabry/profil/spieler/159471","Bundesliga","Europe","Germany",2023,"Bayern Munich","7","Serge Gnabry","Left Winger",1995-07-14,28,"Germany","Bayern Munich","1.76","right","2017-07-01","SV Werder Bremen",NA,4e+07
"2023","https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","9","Serhou Guirassy","Centre-Forward",1996-03-12,28,"Guinea","Borussia Dortmund","1.87","right","2023-07-01","Stade Rennais FC",NA,4e+07
"2023","https://www.transfermarkt.com/victor-boniface/profil/spieler/656681","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","22","Victor Boniface","Centre-Forward",2000-12-23,23,"Nigeria","Bayer 04 Leverkusen","1.9","right","2023-07-22","Union Saint-Gilloise",NA,4e+07
"2023","https://www.transfermarkt.com/mohamed-simakan/profil/spieler/666234","Bundesliga","Europe","Germany",2023,"RB Leipzig","2","Mohamed Simakan","Centre-Back",2000-05-03,24,"France","Al-Nassr FC","1.87","right","2021-07-01","RC Strasbourg Alsace",NA,3.5e+07
"2023","https://www.transfermarkt.com/odilon-kossounou/profil/spieler/644771","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","6","Odilon Kossounou","Centre-Back",2001-01-04,23,"Cote d'Ivoire","Atalanta BC","1.91","right","2021-07-22","Club Brugge KV",NA,3.5e+07
"2023","https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573","Bundesliga","Europe","Germany",2023,"Bayern Munich","-","Ryan Gravenberch","Defensive Midfield",2002-05-16,22,"Netherlands","Liverpool FC","1.9","right","2022-07-01","Ajax Amsterdam",NA,3.5e+07
"2023","https://www.transfermarkt.com/willian-pacho/profil/spieler/661171","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","3","Willian Pacho","Centre-Back",2001-10-16,22,"Ecuador","Paris Saint-Germain","1.87","left","2023-07-01","Royal Antwerp FC",NA,3.5e+07
"2023","https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380","Bundesliga","Europe","Germany",2023,"Bayern Munich","45","Aleksandar Pavlovic","Defensive Midfield",2004-05-03,20,"Germany","Bayern Munich","1.88","both","2023-11-01","FC Bayern Munich II",NA,3e+07
"2023","https://www.transfermarkt.com/amine-adli/profil/spieler/532776","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","21","Amine Adli","Left Winger",2000-05-10,24,"Morocco","Bayer 04 Leverkusen","1.8","left","2021-08-26","FC Toulouse",NA,3e+07
"2023","https://www.transfermarkt.com/enzo-millot/profil/spieler/569366","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","8","Enzo Millot","Attacking Midfield",2002-07-17,21,"France","VfB Stuttgart","1.75","left","2021-08-14","AS Monaco",NA,3e+07
"2023","https://www.transfermarkt.com/hiroki-ito/profil/spieler/353892","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","21","Hiroki Ito","Centre-Back",1999-05-12,25,"Japan","Bayern Munich","1.88","left","2022-07-01","Júbilo Iwata",NA,3e+07
"2023","https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","10","Jadon Sancho","Left Winger",2000-03-25,24,"England","Chelsea FC","1.8","right","2024-01-11","Manchester United",NA,3e+07
"2023","https://www.transfermarkt.com/jonathan-tah/profil/spieler/196357","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","4","Jonathan Tah","Centre-Back",1996-02-11,28,"Germany","Bayer 04 Leverkusen","1.95","right","2015-07-16","Hamburger SV",NA,3e+07
"2023","https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967","Bundesliga","Europe","Germany",2023,"Bayern Munich","27","Konrad Laimer","Central Midfield",1997-05-27,27,"Austria","Bayern Munich","1.8","right","2023-07-01","RB Leipzig",NA,3e+07
"2023","https://www.transfermarkt.com/leon-goretzka/profil/spieler/153084","Bundesliga","Europe","Germany",2023,"Bayern Munich","8","Leon Goretzka","Central Midfield",1995-02-06,29,"Germany","Bayern Munich","1.89","right","2018-07-01","FC Schalke 04",NA,3e+07
"2023","https://www.transfermarkt.com/maximilian-beier/profil/spieler/578392","Bundesliga","Europe","Germany",2023,"TSG 1899 Hoffenheim","14","Maximilian Beier","Centre-Forward",2002-10-17,21,"Germany","Borussia Dortmund","1.85","right","2020-07-01","TSG 1899 Hoffenheim U19",NA,3e+07
"2023","https://www.transfermarkt.com/noussair-mazraoui/profil/spieler/340456","Bundesliga","Europe","Germany",2023,"Bayern Munich","40","Noussair Mazraoui","Right-Back",1997-11-14,26,"Morocco","Manchester United","1.83","right","2022-07-01","Ajax Amsterdam",NA,3e+07
"2023","https://www.transfermarkt.com/chris-fuhrich/profil/spieler/272278","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","27","Chris Führich","Left Winger",1998-01-09,26,"Germany","VfB Stuttgart","1.81","right","2021-07-19","SC Paderborn 07",NA,2.8e+07
"2023","https://www.transfermarkt.com/ermedin-demirovic/profil/spieler/335457","Bundesliga","Europe","Germany",2023,"FC Augsburg","9","Ermedin Demirovic","Centre-Forward",1998-03-25,26,"Bosnia-Herzegovina","VfB Stuttgart","1.85","right","2022-07-08","SC Freiburg",NA,2.8e+07
"2023","https://www.transfermarkt.com/hugo-larsson/profil/spieler/931838","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","16","Hugo Larsson","Central Midfield",2004-06-27,20,"Sweden","Eintracht Frankfurt","1.87","right","2023-07-01","Malmö FF",NA,2.8e+07
"2023","https://www.transfermarkt.com/jamie-gittens/profil/spieler/670882","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","43","Jamie Gittens","Left Winger",2004-08-08,19,"England","Borussia Dortmund","1.78","right","2022-07-01","Borussia Dortmund U19",NA,2.8e+07
"2023","https://www.transfermarkt.com/josip-stanisic/profil/spieler/483046","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","2","Josip Stanisic","Right-Back",2000-04-02,24,"Croatia","Bayern Munich","1.87","both","2023-08-20","Bayern Munich",NA,2.8e+07
"2023","https://www.transfermarkt.com/karim-adeyemi/profil/spieler/496094","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","27","Karim Adeyemi","Right Winger",2002-01-18,22,"Germany","Borussia Dortmund","1.8","left","2022-07-01","Red Bull Salzburg",NA,2.8e+07
"2023","https://www.transfermarkt.com/xaver-schlager/profil/spieler/223979","Bundesliga","Europe","Germany",2023,"RB Leipzig","24","Xaver Schlager","Central Midfield",1997-09-28,26,"Austria","RB Leipzig","1.74","left","2022-07-01","VfL Wolfsburg",NA,2.8e+07
"2023","https://www.transfermarkt.com/deniz-undav/profil/spieler/339314","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","26","Deniz Undav","Centre-Forward",1996-07-19,27,"Germany","VfB Stuttgart","1.79","both","2024-08-09","Brighton & Hove Albion",NA,2.5e+07
"2023","https://www.transfermarkt.com/nathan-tella/profil/spieler/340322","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","19","Nathan Tella","Right Midfield",1999-07-05,24,"Nigeria","Bayer 04 Leverkusen","1.73","right","2023-08-27","Southampton FC",NA,2.3e+07
"2023","https://www.transfermarkt.com/jesper-lindstrom/profil/spieler/513245","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","-","Jesper Lindstrøm","Right Winger",2000-02-29,24,"Denmark","Everton FC","1.82","right","2021-07-11","Bröndby IF",NA,2.2e+07
"2023","https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","7","Omar Marmoush","Centre-Forward",1999-02-07,25,"Egypt","Manchester City","1.83","right","2023-07-01","VfL Wolfsburg",NA,2.2e+07
"2023","https://www.transfermarkt.com/patrik-schick/profil/spieler/242086","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","14","Patrik Schick","Centre-Forward",1996-01-24,28,"Czech Republic","Bayer 04 Leverkusen","1.91","left","2020-09-08","AS Roma",NA,2.2e+07
"2023","https://www.transfermarkt.com/youssoufa-moukoko/profil/spieler/467720","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","18","Youssoufa Moukoko","Centre-Forward",2004-11-20,19,"Germany","OGC Nice","1.79","left","2020-07-29","Borussia Dortmund U19",NA,2.2e+07
"2023","https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008","Bundesliga","Europe","Germany",2023,"RB Leipzig","8","Amadou Haidara","Central Midfield",1998-01-31,26,"Mali","RB Leipzig","1.78","right","2019-01-01","Red Bull Salzburg",NA,2e+07
"2023","https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","6","Angelo Stiller","Defensive Midfield",2001-04-04,23,"Germany","VfB Stuttgart","1.83","left","2023-08-25","TSG 1899 Hoffenheim",NA,2e+07
"2023","https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591","Bundesliga","Europe","Germany",2023,"RB Leipzig","39","Benjamin Henrichs","Right-Back",1997-02-23,27,"Germany","RB Leipzig","1.85","right","2021-07-01","AS Monaco",NA,2e+07
"2023","https://www.transfermarkt.com/brajan-gruda/profil/spieler/700106","Bundesliga","Europe","Germany",2023,"1.FSV Mainz 05","43","Brajan Gruda","Right Winger",2004-05-31,20,"Germany","Brighton & Hove Albion","1.78","left","2022-11-18","1.FSV Mainz 05 U19",NA,2e+07
"2023","https://www.transfermarkt.com/david-raum/profil/spieler/318204","Bundesliga","Europe","Germany",2023,"RB Leipzig","22","David Raum","Left-Back",1998-04-22,26,"Germany","RB Leipzig","1.81","left","2022-07-31","TSG 1899 Hoffenheim",NA,2e+07
"2023","https://www.transfermarkt.com/eljif-elmas/profil/spieler/400489","Bundesliga","Europe","Germany",2023,"RB Leipzig","6","Eljif Elmas","Attacking Midfield",1999-09-24,24,"North Macedonia","Torino FC","1.84","right","2024-01-01","SSC Napoli",NA,2e+07
"2023","https://www.transfermarkt.com/felix-nmecha/profil/spieler/406640","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","8","Felix Nmecha","Central Midfield",2000-10-10,23,"Germany","Borussia Dortmund","1.9","right","2023-07-03","VfL Wolfsburg",NA,2e+07
"2023","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","34","Granit Xhaka","Defensive Midfield",1992-09-27,31,"Switzerland","Bayer 04 Leverkusen","1.86","left","2023-07-06","Arsenal FC",NA,2e+07
"2023","https://www.transfermarkt.com/hugo-ekitike/profil/spieler/709726","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","11","Hugo Ekitiké","Centre-Forward",2002-06-20,22,"France","Eintracht Frankfurt","1.9","right","2024-07-01","Paris Saint-Germain",NA,2e+07
"2023","https://www.transfermarkt.com/jonas-wind/profil/spieler/391004","Bundesliga","Europe","Germany",2023,"VfL Wolfsburg","23","Jonas Wind","Centre-Forward",1999-02-07,25,"Denmark","VfL Wolfsburg","1.9","right","2022-01-31","FC Copenhagen",NA,2e+07
"2023","https://www.transfermarkt.com/julian-ryerson/profil/spieler/370789","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","26","Julian Ryerson","Right-Back",1997-11-17,26,"Norway","Borussia Dortmund","1.83","right","2023-01-17","1.FC Union Berlin",NA,2e+07
"2023","https://www.transfermarkt.com/konstantinos-mavropanos/profil/spieler/415912","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","-","Konstantinos Mavropanos","Centre-Back",1997-12-11,26,"Greece","West Ham United","1.94","right","2022-07-01","Arsenal FC",NA,2e+07
"2023","https://www.transfermarkt.com/lovro-majer/profil/spieler/387106","Bundesliga","Europe","Germany",2023,"VfL Wolfsburg","19","Lovro Majer","Attacking Midfield",1998-01-17,26,"Croatia","VfL Wolfsburg","1.78","left","2023-08-16","Stade Rennais FC",NA,2e+07
"2023","https://www.transfermarkt.com/manu-kone/profil/spieler/624690","Bundesliga","Europe","Germany",2023,"Borussia Mönchengladbach","17","Manu Koné","Central Midfield",2001-05-17,23,"France","AS Roma","1.85","right","2021-01-21","FC Toulouse",NA,2e+07
"2023","https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","20","Marcel Sabitzer","Central Midfield",1994-03-17,30,"Austria","Borussia Dortmund","1.78","right","2023-07-24","Bayern Munich",NA,2e+07
"2023","https://www.transfermarkt.com/maxence-lacroix/profil/spieler/434224","Bundesliga","Europe","Germany",2023,"VfL Wolfsburg","4","Maxence Lacroix","Centre-Back",2000-04-06,24,"France","Crystal Palace","1.9","right","2020-08-25","FC Sochaux-Montbéliard",NA,2e+07
"2023","https://www.transfermarkt.com/waldemar-anton/profil/spieler/193004","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","2","Waldemar Anton","Centre-Back",1996-07-20,27,"Germany","Borussia Dortmund","1.89","right","2020-07-28","Hannover 96",NA,2e+07
"2023","https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278","Bundesliga","Europe","Germany",2023,"RB Leipzig","14","Christoph Baumgartner","Attacking Midfield",1999-08-01,24,"Austria","RB Leipzig","1.8","right","2023-07-01","TSG 1899 Hoffenheim",NA,1.8e+07
"2023","https://www.transfermarkt.com/fares-chaibi/profil/spieler/855015","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","8","Farès Chaïbi","Attacking Midfield",2002-11-28,21,"Algeria","Eintracht Frankfurt","1.83","right","2023-08-30","FC Toulouse",NA,1.8e+07
"2023","https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","7","Giovanni Reyna","Attacking Midfield",2002-11-13,21,"United States","Borussia Dortmund","1.85","right","2020-01-12","Borussia Dortmund U19",NA,1.8e+07
"2023","https://www.transfermarkt.com/ritsu-doan/profil/spieler/358504","Bundesliga","Europe","Germany",2023,"SC Freiburg","42","Ritsu Doan","Right Winger",1998-06-16,26,"Japan","SC Freiburg","1.72","left","2022-07-05","PSV Eindhoven",NA,1.8e+07
"2023","https://www.transfermarkt.com/robin-koch/profil/spieler/328784","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","4","Robin Koch","Centre-Back",1996-07-17,27,"Germany","Eintracht Frankfurt","1.92","right","2024-07-01","Leeds United",NA,1.8e+07
"2023","https://www.transfermarkt.com/sacha-boey/profil/spieler/475413","Bundesliga","Europe","Germany",2023,"Bayern Munich","23","Sacha Boey","Right-Back",2000-09-13,23,"France","Bayern Munich","1.78","right","2024-01-28","Galatasaray",NA,1.8e+07
"2023","https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047","Bundesliga","Europe","Germany",2023,"1.FC Union Berlin","5","Danilho Doekhi","Centre-Back",1998-06-30,26,"Netherlands","1.FC Union Berlin","1.9","right","2022-07-01","Vitesse Arnhem",NA,1.7e+07
"2023","https://www.transfermarkt.com/leandro-barreiro/profil/spieler/357233","Bundesliga","Europe","Germany",2023,"1.FSV Mainz 05","8","Leandro Barreiro","Central Midfield",2000-01-03,24,"Luxembourg","SL Benfica","1.74","right","2018-07-01","1.FSV Mainz 05 U19",NA,1.7e+07
"2023","https://www.transfermarkt.com/maximilian-mittelstadt/profil/spieler/282660","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","7","Maximilian Mittelstädt","Left-Back",1997-03-18,27,"Germany","VfB Stuttgart","1.8","left","2023-07-01","Hertha BSC",NA,1.7e+07
"2023","https://www.transfermarkt.com/robert-andrich/profil/spieler/159088","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","8","Robert Andrich","Defensive Midfield",1994-09-22,29,"Germany","Bayer 04 Leverkusen","1.87","right","2021-08-16","1.FC Union Berlin",NA,1.7e+07
"2023","https://www.transfermarkt.com/timo-werner/profil/spieler/170527","Bundesliga","Europe","Germany",2023,"RB Leipzig","11","Timo Werner","Left Winger",1996-03-06,28,"Germany","Tottenham Hotspur","1.8","right","2022-08-09","Chelsea FC",NA,1.7e+07
"2023","https://www.transfermarkt.com/nicolas-seiwald/profil/spieler/404950","Bundesliga","Europe","Germany",2023,"RB Leipzig","13","Nicolas Seiwald","Central Midfield",2001-05-04,23,"Austria","RB Leipzig","1.8","right","2023-07-01","Red Bull Salzburg",NA,1.6e+07
"2023","https://www.transfermarkt.com/anton-stach/profil/spieler/344069","Bundesliga","Europe","Germany",2023,"TSG 1899 Hoffenheim","16","Anton Stach","Defensive Midfield",1998-11-15,25,"Germany","TSG 1899 Hoffenheim","1.94","right","2023-09-01","1.FSV Mainz 05",NA,1.5e+07
"2023","https://www.transfermarkt.com/diogo-leite/profil/spieler/357156","Bundesliga","Europe","Germany",2023,"1.FC Union Berlin","4","Diogo Leite","Centre-Back",1999-01-23,25,"Portugal","1.FC Union Berlin","1.9","left","2023-07-01","FC Porto",NA,1.5e+07
"2023","https://www.transfermarkt.com/kiliann-sildillia/profil/spieler/548348","Bundesliga","Europe","Germany",2023,"SC Freiburg","25","Kiliann Sildillia","Right-Back",2002-05-16,22,"France","SC Freiburg","1.86","right","2021-07-01","SC Freiburg II",NA,1.5e+07
"2023","https://www.transfermarkt.com/niclas-fullkrug/profil/spieler/75489","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","14","Niclas Füllkrug","Centre-Forward",1993-02-09,31,"Germany","West Ham United","1.89","right","2023-08-31","SV Werder Bremen",NA,1.5e+07
"2023","https://www.transfermarkt.com/niklas-beste/profil/spieler/342967","Bundesliga","Europe","Germany",2023,"1.FC Heidenheim 1846","37","Niklas Beste","Left Winger",1999-01-04,25,"Germany","SC Freiburg","1.75","left","2022-07-01","SV Werder Bremen",NA,1.5e+07
"2023","https://www.transfermarkt.com/niklas-sule/profil/spieler/166601","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","25","Niklas Süle","Centre-Back",1995-09-03,28,"Germany","Borussia Dortmund","1.95","right","2022-07-01","Bayern Munich",NA,1.5e+07
"2023","https://www.transfermarkt.com/patrick-wimmer/profil/spieler/533295","Bundesliga","Europe","Germany",2023,"VfL Wolfsburg","39","Patrick Wimmer","Right Winger",2001-05-30,23,"Austria","VfL Wolfsburg","1.82","right","2022-07-01","Arminia Bielefeld",NA,1.5e+07
"2023","https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657","Bundesliga","Europe","Germany",2023,"SC Freiburg","3","Philipp Lienhart","Centre-Back",1996-07-11,27,"Austria","SC Freiburg","1.89","right","2018-07-01","Real Madrid",NA,1.5e+07
"2023","https://www.transfermarkt.com/roland-sallai/profil/spieler/332798","Bundesliga","Europe","Germany",2023,"SC Freiburg","22","Roland Sallai","Right Winger",1997-05-22,27,"Hungary","Galatasaray","1.83","right","2018-08-31","APOEL Nicosia",NA,1.5e+07
"2023","https://www.transfermarkt.com/fabio-carvalho/profil/spieler/559263","Bundesliga","Europe","Germany",2023,"RB Leipzig","18","Fábio Carvalho","Attacking Midfield",2002-08-30,21,"Portugal","Brentford FC","1.7","right","2023-07-01","Liverpool FC",NA,1.4e+07
"2023","https://www.transfermarkt.com/joakim-maehle/profil/spieler/369674","Bundesliga","Europe","Germany",2023,"VfL Wolfsburg","21","Joakim Maehle","Left-Back",1997-05-20,27,"Denmark","VfL Wolfsburg","1.85","right","2023-08-12","Atalanta BC",NA,1.4e+07
"2023","https://www.transfermarkt.com/wataru-endo/profil/spieler/146310","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","-","Wataru Endo","Defensive Midfield",1993-02-09,31,"Japan","Liverpool FC","1.78","right","2020-07-01","Sint-Truidense VV",NA,1.3e+07
"2023","https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057","Bundesliga","Europe","Germany",2023,"Bayer 04 Leverkusen","23","Adam Hlozek","Second Striker",2002-07-25,21,"Czech Republic","TSG 1899 Hoffenheim","1.88","right","2022-07-01","AC Sparta Prague",NA,1.2e+07
"2023","https://www.transfermarkt.com/alexander-nubel/profil/spieler/195778","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","33","Alexander Nübel","Goalkeeper",1996-09-30,27,"Germany","VfB Stuttgart","1.93","right","2023-07-25","Bayern Munich",NA,1.2e+07
"2023","https://www.transfermarkt.com/aster-vranckx/profil/spieler/503881","Bundesliga","Europe","Germany",2023,"VfL Wolfsburg","6","Aster Vranckx","Central Midfield",2002-10-04,21,"Belgium","VfL Wolfsburg","1.83","right","2021-07-01","KV Mechelen",NA,1.2e+07
"2023","https://www.transfermarkt.com/atakan-karazor/profil/spieler/232320","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","16","Atakan Karazor","Defensive Midfield",1996-10-13,27,"Türkiye","VfB Stuttgart","1.91","right","2019-07-01","Holstein Kiel",NA,1.2e+07
"2023","https://www.transfermarkt.com/brenden-aaronson/profil/spieler/393323","Bundesliga","Europe","Germany",2023,"1.FC Union Berlin","7","Brenden Aaronson","Attacking Midfield",2000-10-22,23,"United States","Leeds United","1.77","right","2023-07-09","Leeds United",NA,1.2e+07
"2023","https://www.transfermarkt.com/bryan-zaragoza/profil/spieler/713644","Bundesliga","Europe","Germany",2023,"Bayern Munich","17","Bryan Zaragoza","Left Winger",2001-09-09,22,"Spain","CA Osasuna","1.64","right","2024-07-01","Granada CF",NA,1.2e+07
"2023","https://www.transfermarkt.com/david-datro-fofana/profil/spieler/787232","Bundesliga","Europe","Germany",2023,"1.FC Union Berlin","11","David Datro Fofana","Centre-Forward",2002-12-22,21,"Cote d'Ivoire","Chelsea FC","1.82","right","2023-07-11","Chelsea FC",NA,1.2e+07
"2023","https://www.transfermarkt.com/el-chadaille-bitshiabu/profil/spieler/787912","Bundesliga","Europe","Germany",2023,"RB Leipzig","5","El Chadaille Bitshiabu","Centre-Back",2005-05-16,19,"France","RB Leipzig","1.96","left","2023-07-18","Paris Saint-Germain",NA,1.2e+07
"2023","https://www.transfermarkt.com/eren-dinkci/profil/spieler/645774","Bundesliga","Europe","Germany",2023,"1.FC Heidenheim 1846","8","Eren Dinkçi","Right Winger",2001-12-13,22,"Türkiye","SC Freiburg","1.88","right","2023-07-01","SV Werder Bremen",NA,1.2e+07
"2023","https://www.transfermarkt.com/eric-dier/profil/spieler/175722","Bundesliga","Europe","Germany",2023,"Bayern Munich","15","Eric Dier","Centre-Back",1994-01-15,30,"England","Bayern Munich","1.91","right","2024-07-01","Tottenham Hotspur",NA,1.2e+07
"2023","https://www.transfermarkt.com/franck-honorat/profil/spieler/229006","Bundesliga","Europe","Germany",2023,"Borussia Mönchengladbach","9","Franck Honorat","Right Winger",1996-08-11,27,"France","Borussia Mönchengladbach","1.8","right","2023-07-11","Stade Brestois 29",NA,1.2e+07
"2023","https://www.transfermarkt.com/jonathan-burkardt/profil/spieler/333647","Bundesliga","Europe","Germany",2023,"1.FSV Mainz 05","29","Jonathan Burkardt","Centre-Forward",2000-07-11,23,"Germany","1.FSV Mainz 05","1.83","right","2018-07-01","1.FSV Mainz 05 U19",NA,1.2e+07
"2023","https://www.transfermarkt.com/junior-dina-ebimbe/profil/spieler/536482","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","26","Junior Dina Ebimbe","Right Midfield",2000-11-21,23,"France","Eintracht Frankfurt","1.84","right","2023-07-01","Paris Saint-Germain",NA,1.2e+07
"2023","https://www.transfermarkt.com/ko-itakura/profil/spieler/355816","Bundesliga","Europe","Germany",2023,"Borussia Mönchengladbach","3","Ko Itakura","Centre-Back",1997-01-27,27,"Japan","Borussia Mönchengladbach","1.88","right","2022-07-02","Manchester City",NA,1.2e+07
"2023","https://www.transfermarkt.com/mattias-svanberg/profil/spieler/342405","Bundesliga","Europe","Germany",2023,"VfL Wolfsburg","32","Mattias Svanberg","Central Midfield",1999-01-05,25,"Sweden","VfL Wolfsburg","1.85","right","2022-07-16","Bologna FC 1909",NA,1.2e+07
"2023","https://www.transfermarkt.com/merlin-rohl/profil/spieler/608832","Bundesliga","Europe","Germany",2023,"SC Freiburg","34","Merlin Röhl","Attacking Midfield",2002-07-05,21,"Germany","SC Freiburg","1.92","right","2022-08-17","FC Ingolstadt 04",NA,1.2e+07
"2023","https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986","Bundesliga","Europe","Germany",2023,"Bayern Munich","22","Raphaël Guerreiro","Left-Back",1993-12-22,30,"Portugal","Bayern Munich","1.7","left","2023-07-01","Borussia Dortmund",NA,1.2e+07
"2023","https://www.transfermarkt.com/robin-gosens/profil/spieler/273132","Bundesliga","Europe","Germany",2023,"1.FC Union Berlin","6","Robin Gosens","Left-Back",1994-07-05,29,"Germany","ACF Fiorentina","1.83","left","2023-08-15","Inter Milan",NA,1.2e+07
"2023","https://www.transfermarkt.com/sepp-van-den-berg/profil/spieler/541231","Bundesliga","Europe","Germany",2023,"1.FSV Mainz 05","3","Sepp van den Berg","Centre-Back",2001-12-20,22,"Netherlands","Brentford FC","1.92","right","2023-07-13","Liverpool FC",NA,1.2e+07
"2023","https://www.transfermarkt.com/tuta/profil/spieler/546213","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","35","Tuta","Centre-Back",1999-07-04,24,"Brazil","Eintracht Frankfurt","1.85","right","2019-01-31","São Paulo FC U20",NA,1.2e+07
"2023","https://www.transfermarkt.com/ellyes-skhiri/profil/spieler/290587","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","15","Ellyes Skhiri","Defensive Midfield",1995-05-10,29,"Tunisia","Eintracht Frankfurt","1.85","right","2023-07-05","1.FC Köln",NA,1.1e+07
"2023","https://www.transfermarkt.com/ansgar-knauff/profil/spieler/429874","Bundesliga","Europe","Germany",2023,"Eintracht Frankfurt","36","Ansgar Knauff","Right Winger",2002-01-10,22,"Germany","Eintracht Frankfurt","1.8","right","2023-07-01","Borussia Dortmund",NA,1e+07
"2023","https://www.transfermarkt.com/dan-axel-zagadou/profil/spieler/344598","Bundesliga","Europe","Germany",2023,"VfB Stuttgart","23","Dan-Axel Zagadou","Centre-Back",1999-06-03,25,"France","VfB Stuttgart","1.96","left","2022-09-19","Without Club",NA,1e+07
"2023","https://www.transfermarkt.com/emre-can/profil/spieler/119296","Bundesliga","Europe","Germany",2023,"Borussia Dortmund","23","Emre Can","Defensive Midfield",1994-01-12,30,"Germany","Borussia Dortmund","1.86","right","2020-07-01","Juventus FC",NA,1e+07
"2023","https://www.transfermarkt.com/joe-scally/profil/spieler/504153","Bundesliga","Europe","Germany",2023,"Borussia Mönchengladbach","29","Joe Scally","Right-Back",2002-12-31,21,"United States","Borussia Mönchengladbach","1.84","right","2021-01-01","New York City FC",NA,1e+07
